id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
wiki_dev_125,This was due to the fact of his beleiving on Wilayah of Ayatollah Hosain Borujerdi .,This was due to his believing in Wilayah of Ayatollah Hossein Borujerdi .,This was due to {the fact of=>} his {beleiving on=>believing in} Wilayah of Ayatollah {Hosain=>Hossein} Borujerdi .,wiki_dev_408,"A single mother and grandmother of two , she ' s now a full time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a full-time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a {full time=>full-time} writer who lives in Ahmedabad .","<explanation-1>The compound ""full time"" needs a hyphen when it is used as an adjective.</explanation-1>",fce_test_639,Every person in the world looks for technology everyday to improve the way they live their own life .,Every person in the world looks to technology everyday to improve the way they live their own life .,Every person in the world looks {for=>to} technology everyday to improve the way they live their own life .,"<explanation-1>""For"" was replaced with ""to"" as the set phrase ""look to"" fits the meaning of ""rely on"" that is implied by the sentence.</explanation-1>",wiki_test_627,"Later , a new law was proposed in 1998 , specifing that a lawyer who was once a judge or a prosecutor must not serve as a lawyer within two years at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , specifying that a lawyer who was once a judge or a prosecutor must not serve as a lawyer , within two years , at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , {specifing=>specifying} that a lawyer who was once a judge or a prosecutor must not serve as a lawyer {=>,} within two years {=>,} at criminal trials of a court of which he was a member directly before .","<explanation-1>The spelling of 'specifying' is corrected.</explanation-1>
<explanation-2>This parenthetical is set off with commas.</explanation-2>"
wiki_dev_670,"On other occasions , Harry is paired off with a fifteen year-old red-headed girl called Gertie , who is un the habit of repeatedly asking him riddles while picking cotton .","On other occasions , Harry is paired off with a fifteen-year-old red-headed girl called Gertie , who is in the habit of repeatedly asking him riddles while picking cotton .","On other occasions , Harry is paired off with a {fifteen year-old=>fifteen-year-old} red-headed girl called Gertie , who is {un=>in} the habit of repeatedly asking him riddles while picking cotton .",wiki_dev_59,"His appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","With his appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","{His=>With his} appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","<explanation-1>""With"" was added to make the sentence grammatical.</explanation-1>",fce_test_677,"We know what you have done and your dog will be sold "" .","We know what you have done and your dog will be sold . ""","We know what you have done and your dog will be sold {=>.} "" {.=>}",<explanation-1>The period was moved inside the quotes to adhere to certain style guides.</explanation-1>,wiki_test_544,Emma Frost will appear in the upcoming 2009 film X-Men Origins : Wolverine in which he will be played by Tahyna Tozzi .,"Emma Frost will appear in the upcoming 2009 film , ""X-Men Origins : Wolverine ,"" in which she will be played by Tahyna Tozzi .","Emma Frost will appear in the upcoming 2009 film {X-Men=>, ""X-Men} Origins : Wolverine {=>,""} in which {he=>she} will be played by Tahyna Tozzi .","<explanation-1>This edit sets off the nonrestrictive clause in commas and puts the film title in quotation marks.</explanation-1>
<explanation-2>This edit corrects the gender agreement for the pronoun.</explanation-2>"
fce_dev_713,I would prefer the accommodation at Camp California in tents because it would be nice to spend the time living in tents with a nice environment and fresh air .,"I would prefer the accommodation at Camp California in tents , because it would be nice to spend the time living in tents with a nice environment and fresh air .","I would prefer the accommodation at Camp California in tents {=>,} because it would be nice to spend the time living in tents with a nice environment and fresh air .",wiki_test_325,"There is no objective "" per se "" .","There is no objective "" per se .""","There is no objective "" per se {"" .=>.""}",<explanation-1>The period was put inside the quotations to follow certain style guides.</explanation-1>,wiki_dev_917,"However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turn up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse turned up at Nathan 's farewell party .","However , much to everyone 's surprise , Oakfield , Okazaki , and S.mouse {turn=>turned} up at Nathan 's farewell party .",<explanation-1>Past tense is more typical in a narrative context.</explanation-1>,wiki_test_215,"Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands , and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands {,=>} and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) {)=>} , to bring this about .","<explanation-1>A comma splice is removed.</explanation-1>
<explanation-2>This extra closing parenthesis is deleted.</explanation-2>"
wiki_test_806,"On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders ' forfeited their rights to slaves if they stayed in the state .","On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders forfeited their rights to slaves if they stayed in the state .","On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders {'=>} forfeited their rights to slaves if they stayed in the state .",fce_dev_11,It was relly pity because I expected to see artists from France and Italy .,It was really a pity because I expected to see artists from France and Italy .,It was {relly=>really a} pity because I expected to see artists from France and Italy .,"<explanation-1>""really"" is the correct spelling, and the sentence needed the article ""a"" to be grammatical.</explanation-1>",fce_dev_400,"When you are tired after looking around you might want to buy drinks or something to eat , or if you are fed up with historical thing , you migh as well just pop into the modern gallery to see things which are more modern .","When you are tired after looking around , you might want to buy drinks or something to eat , or if you are fed up with historical things , you might as well just pop into the modern gallery to see things that are more modern .","When you are tired after looking around {=>,} you might want to buy drinks or something to eat , or if you are fed up with historical {thing=>things} , you {migh=>might} as well just pop into the modern gallery to see things {which=>that} are more modern .","<explanation-1>An adverbial phrase requires a comma when it is placed at the beginning of a sentence.</explanation-1>
<explanation-2>""Thing"" was replaced with the plural ""things"" as the lack of article implies multiple ""historical things.""</explanation-2>
<explanation-3>The misspelling ""migh"" was corrected to ""might.""</explanation-3>
<explanation-4>""Which"" was changed to ""that"" because the following phrase is essential to the sentence.</explanation-4>",wiki_test_769,"Ray Stantz owns an science / occult book shop in Manhattan , and along with Winston Zeddmore they put on special appearances at children 's birthday parties .","Ray Stantz owns a science / occult book shop in Manhattan , and, along with Winston Zeddmore, they put on special appearances at children 's birthday parties .","Ray Stantz owns {an=>a} science / occult book shop in Manhattan , {and=>and,} along with Winston {Zeddmore=>Zeddmore,} they put on special appearances at children 's birthday parties .","<explanation-1>Because the  following word does not begin with a vowel sound, 'a' is the correct form of the article here.</explanation-1>
<explanation-2>Because the phrase being punctuated here is parenthetical, it is set off with commas.</explanation-2>"
wiki_dev_849,"In the summer of 2007 , OFK Beograd sold Kolarov to Italian side Lazio for approximately €800,000 .","In the summer of 2007 , OFK Beograd sold Kolarov to the Italian side Lazio for approximately €800,000 .","In the summer of 2007 , OFK Beograd sold Kolarov to {=>the} Italian side Lazio for approximately €800,000 .",wiki_test_549,"It aslo features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .","It also features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .","It {aslo=>also} features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .","<explanation-1>The misspelling ""aslo"" was corrected to ""also.""</explanation-1>",wiki_test_62,"It is unknown whether he truly believes and knows his research had direct involvement with the outbreak , he is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak . He is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak {, he=>. He} is lying , or his explanation is an educated hypothesis .","<explanation-1>Here, there is a comma incorrectly joining two independent clauses. This solution replaces the comma with a period and fixes the resulting capitalization. Other solutions would include replacing the comma with a semicolon or  adding an 'and' between the comma and 'he.'</explanation-1>",wiki_dev_645,"Richard Lederer , an author and professor of English , reports going to Germany and asking a vendor for a "" heißen Hund "" ( a literal translation of "" hot dog "" ) .","Richard Lederer , an author and English professor , reports going to Germany and asking a vendor for a "" heißen hund "" ( a literal translation of "" hot dog "" ) .","Richard Lederer , an author and {=>English} professor {of English=>} , reports going to Germany and asking a vendor for a "" heißen {Hund=>hund} "" ( a literal translation of "" hot dog "" ) .","<explanation-1>This edit changes this phrase to 'English professor' because that is a more typical phrasing.</explanation-1>
<explanation-2>I don't know if this is correct because it is in German.</explanation-2>"
wiki_test_578,"Portland is one of only three cities in the contiguous U.S. with extinct volcanoes within its boundaries ( besides Jackson , Mississippi and Bend , Oregon ) .","Portland is one of the only three cities in the contiguous U.S. with extinct volcanoes within its boundaries ( besides Jackson , Mississippi and Bend , Oregon ) .","Portland is one of {=>the} only three cities in the contiguous U.S. with extinct volcanoes within its boundaries ( besides Jackson , Mississippi and Bend , Oregon ) .",fce_dev_857,"I felt in love with a beautiful girl "" Calen "" , she is from Spain and was selling "" hot dogs "" .",I fell in love with a beautiful girl named Calen . She was from Spain and was selling hot dogs .,"I {felt=>fell} in love with a beautiful girl {""=>named} Calen {"" , she is=>. She was} from Spain and was selling {""=>} hot dogs {""=>} .","<explanation-1>""Felt"" was replaced with ""fell"" as ""fell in love"" is a common set phrase.</explanation-1>
<explanation-2>The quotes were replaced with ""named"" to improve clarity and flow.</explanation-2>
<explanation-3>"", She is"" was replaced with ""She was"" to match the tense of the other verbs in the sentence and to properly split the two independent clauses.</explanation-3>
<explanation-4>The quotes were removed around ""hot dogs"" as it is a typical noun.</explanation-4>",fce_dev_734,"That was bit boring , but it was part of my job .","That was a bit boring , but it was part of my job .","That was {=>a} bit boring , but it was part of my job .","<explanation-1>The article ""a"" is needed because it is needed before the adjective ""boring.""</explanation-1>",fce_test_363,"Maybe children will not have to go to school , they just will stay in their rooms and study from computer , some kind of on-line education .","Maybe children will not have to go to school ; they will just stay in their rooms and study from a computer , some kind of on-line education .","Maybe children will not have to go to school {,=>;} they {=>will} just {will=>} stay in their rooms and study from {=>a} computer , some kind of on-line education .","<explanation-1>A semicolon was added as the two clauses are complete and independent.</explanation-1>
<explanation-2>""They just will stay"" was changed to ""They will just stay"" which is the more frequent sentence order.</explanation-2>
<explanation-3>""Computer"" typically requires an article unless plural.</explanation-3>"
fce_dev_589,"I can take advantage of those technologies as mobile phone , lap top computer , television , to have contacts with different cultures .","I can take advantage of these technologies such as a mobile phone , laptop computer , or television , to have contacts with different cultures .","I can take advantage of {those=>these} technologies {=>such} as {=>a} mobile phone , {lap top=>laptop} computer , {=>or} television , to have contacts with different cultures .",fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat .","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .","<explanation-1>A comma was added to adhere to English grammar rules.</explanation-1>
<explanation-2>""to"" was deleted because it is not needed before the verb ""go.""</explanation-2>",wiki_test_387,"As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about death of civilians at the hand of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about deaths of civilians at the hands of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about {death=>deaths} of civilians at the {hand=>hands} of the opposition .","<explanation-1>This edit corrects the noun so that it is plural.</explanation-1>
<explanation-2>This edit corrects the noun so that it is plural.</explanation-2>",wiki_dev_458,Two other early writers relevant on dependency theory were François Perroux and Kurt Rothschild .,Two other early relevant writers on dependency theory were François Perroux and Kurt Rothschild .,Two other early {=>relevant} writers {relevant=>} on dependency theory were François Perroux and Kurt Rothschild .,<explanation-1>'Relevant' is moved to apply to the noun because this construction is more common and natural sounding in American English.</explanation-1>
wiki_test_238,The film has received average to negative reviews with opinions ranging from the execution of the plot to comparisons with comic book lore .,"The film has received average to negative reviews , with opinions ranging from the execution of the plot to comparisons with comic book lore .","The film has received average to negative reviews {=>,} with opinions ranging from the execution of the plot to comparisons with comic book lore .",fce_dev_544,I am writing this letter to complane about the Circle Theatre .,I am writing this letter to complain about the Circle Theater .,I am writing this letter to {complane=>complain} about the Circle {Theatre=>Theater} .,"<explanation-1>This edit corrects the spelling of 'complain.'</explanation-1>
<explanation-2>This edit incorrectly changes the spelling of 'Theatre' even though in this case it is part of a proper noun.</explanation-2>",fce_dev_125,"A new technology and science will change fabrics , so they will change their colour during the day .",New technology and science will change fabrics so that they will change color during the day .,"{A new=>New} technology and science will change fabrics {,=>} so {=>that} they will change {their colour=>color} during the day .","<explanation-1>""A new"" was changed to ""New"" as the context suggests that technology is general rather than specific.</explanation-1>
<explanation-2>The comma was removed as it is not required before the phrase ""so that.""</explanation-2>
<explanation-3>""That"" was inserted for clarity.</explanation-3>
<explanation-4>The British spelling of ""colour"" was changed to the American English standard.</explanation-4>",fce_test_62,"The performances were great , but some halls were too small to accomodate so many people there were that day .","The performances were great , but some halls were too small to accommodate as many people as there were that day .","The performances were great , but some halls were too small to {accomodate so=>accommodate as} many people {=>as} there were that day .","<explanation-1>""Accomadate so"" was changed to ""accomdate as ... as"" because the previous phrase is incomplete.</explanation-1>"
fce_test_427,"Finally , could you tell me if I have to bring some clothes , towels and extra money ?","Finally , could you tell me if I have to bring some clothes , towels , and extra money ?","Finally , could you tell me if I have to bring some clothes , towels {=>,} and extra money ?",fce_dev_271,"In my opinion there 's nothing special that I 'd like to change , maybe only this , that I would n't have to change my boots .","In my opinion , there 's nothing special that I 'd like to change , maybe only that I would n't have to change my boots .","In my opinion {=>,} there 's nothing special that I 'd like to change , maybe only {this ,=>} that I would n't have to change my boots .","<explanation-1>A comma is inserted because what proceeds it is an introductory phrase.</explanation-1>
<explanation-2>'This' is deleted because it makes the sentence structure needlessly complex.</explanation-2>",fce_dev_328,"In my opinion a guided tour is essential , because Bourne Castle is a historical place with galleries full of unique works of art and you will need a guide to explain everything thoroughly and answer all the questions .","In my opinion , a guided tour is essential because Bourne Castle is a historical place with galleries full of unique works of art , and you will need a guide to explain everything thoroughly and answer all the questions .","In my opinion {=>,} a guided tour is essential {,=>} because Bourne Castle is a historical place with galleries full of unique works of art {=>,} and you will need a guide to explain everything thoroughly and answer all the questions .","<explanation-1>A comma was inserted after the phrase ""In my opinion"" because it occurs at the beginning of the sentence.</explanation-1>
<explanation-2>A comma was inserted before ""because"" as the following clause is complete and independent.</explanation-2>
<explanation-3>A comma was inserted after ""art"" because the following clause is complete and independent.</explanation-3>",wiki_dev_704,"The Houghton lake Heights is a small residential community located on the southwestern shore of Houghton lake , Michigan .","The Houghton Lake Heights is a small residential community located on the southwestern shore of Houghton Lake , Michigan .","The Houghton {lake=>Lake} Heights is a small residential community located on the southwestern shore of Houghton {lake=>Lake} , Michigan .","<explanation-1>'Lake' should be capitalized here because it is part of a proper noun.</explanation-1>
<explanation-2>'Lake' should be capitalized here because it is part of a proper noun.</explanation-2>"
wiki_test_565,"Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a City-directed initiative to increase technology-oriented investment and job creation .","Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a city-directed initiative to increase technology-oriented investment and job creation .","Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a {City-directed=>city-directed} initiative to increase technology-oriented investment and job creation .",wiki_test_653,"The metric system of Old English poetry was different from that modern English , and more related to the verse forms of most of the older Germanic languages .",The metric system of Old English poetry was different from that of modern English and more related to the verse forms of most of the older Germanic languages .,"The metric system of Old English poetry was different from that {=>of} modern English {,=>} and more related to the verse forms of most of the older Germanic languages .","<explanation-1>When contrasting in this form, ""of"" is needed.</explanation-1>
<explanation-2>The comma was removed because the conjunction ""and"" is not being used to conjoin two independent clauses in this sentence.</explanation-2>",wiki_dev_178,Some people have raised concerns that cloud computing could brake EU data protection rules .,Some people have raised concerns that cloud computing could break EU data protection rules .,Some people have raised concerns that cloud computing could {brake=>break} EU data protection rules .,<explanation-1>This edit substitutes the intended word. 'Brake' means to stop a vehicle.</explanation-1>,wiki_test_769,"Ray Stantz owns an science / occult book shop in Manhattan , and along with Winston Zeddmore they put on special appearances at children 's birthday parties .","Ray Stantz owns a science / occult book shop in Manhattan , and, along with Winston Zeddmore, they put on special appearances at children 's birthday parties .","Ray Stantz owns {an=>a} science / occult book shop in Manhattan , {and=>and,} along with Winston {Zeddmore=>Zeddmore,} they put on special appearances at children 's birthday parties .","<explanation-1>Because the  following word does not begin with a vowel sound, 'a' is the correct form of the article here.</explanation-1>
<explanation-2>Because the phrase being punctuated here is parenthetical, it is set off with commas.</explanation-2>"
wiki_dev_686,"I have just flown to Earth from the Alpha Centauri System , the solar system where I came from .","I have just flown to Earth from the Alpha Centauri System , the solar system where I come from .","I have just flown to Earth from the Alpha Centauri System , the solar system where I {came=>come} from .",wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .","<explanation-1>The comma is needed here because this is a nonrestrictive clause.</explanation-1>
<explanation-2>This edit corrects the spelling of 'professor.'</explanation-2>",wiki_dev_212,The main rivalry heading into Slammiversary was the annually-held King of the Mountain match ( KOTM ) .,The main rivalry heading into Slammiversary was the annually held King of the Mountain match ( KOTM ) .,The main rivalry heading into Slammiversary was the {annually-held=>annually held} King of the Mountain match ( KOTM ) .,"<explanation-1>The compound phrase ""annually held"" should have a hyphen when directly modifying the noun.</explanation-1>",fce_dev_857,"I felt in love with a beautiful girl "" Calen "" , she is from Spain and was selling "" hot dogs "" .",I fell in love with a beautiful girl named Calen . She was from Spain and was selling hot dogs .,"I {felt=>fell} in love with a beautiful girl {""=>named} Calen {"" , she is=>. She was} from Spain and was selling {""=>} hot dogs {""=>} .","<explanation-1>""Felt"" was replaced with ""fell"" as ""fell in love"" is a common set phrase.</explanation-1>
<explanation-2>The quotes were replaced with ""named"" to improve clarity and flow.</explanation-2>
<explanation-3>"", She is"" was replaced with ""She was"" to match the tense of the other verbs in the sentence and to properly split the two independent clauses.</explanation-3>
<explanation-4>The quotes were removed around ""hot dogs"" as it is a typical noun.</explanation-4>"
fce_test_419,"I do n't know why and I 'd like you to tell me , the reason .","I do n't know why , and I 'd like you to tell me the reason .","I do n't know why {=>,} and I 'd like you to tell me {,=>} the reason .",fce_dev_624,My wife an I spent a couple of days in London two weeks ago .,My wife and I spent a couple of days in London two weeks ago .,My wife {an=>and} I spent a couple of days in London two weeks ago .,"<explanation-1>The misspelling ""an"" was corrected to ""and.""</explanation-1>",fce_dev_857,"I felt in love with a beautiful girl "" Calen "" , she is from Spain and was selling "" hot dogs "" .",I fell in love with a beautiful girl named Calen . She was from Spain and was selling hot dogs .,"I {felt=>fell} in love with a beautiful girl {""=>named} Calen {"" , she is=>. She was} from Spain and was selling {""=>} hot dogs {""=>} .","<explanation-1>""Felt"" was replaced with ""fell"" as ""fell in love"" is a common set phrase.</explanation-1>
<explanation-2>The quotes were replaced with ""named"" to improve clarity and flow.</explanation-2>
<explanation-3>"", She is"" was replaced with ""She was"" to match the tense of the other verbs in the sentence and to properly split the two independent clauses.</explanation-3>
<explanation-4>The quotes were removed around ""hot dogs"" as it is a typical noun.</explanation-4>",fce_dev_842,I was already happy to help in such a big concert than the Mylene Farmer 's concert .,I was already happy to help with such a big concert as Mylene Farmer .,I was already happy to help {in=>with} such a big concert {than the=>as} Mylene Farmer {'s concert=>} .,"<explanation-1>The preposition ""in"" was changed to ""with"" because that is the correct preposition.</explanation-1>
<explanation-2>Since this doesn't seem to be a contrasting sentence, ""as"" is more correct.</explanation-2>"
wiki_test_691,A Suicide pact describes the suicides of two or more individuals in an agreed-upon plan .,A suicide pact describes the suicides of two or more individuals in an agreed-upon plan .,A {Suicide=>suicide} pact describes the suicides of two or more individuals in an agreed-upon plan .,wiki_test_586,"In 2008 , she was their national ambassador and worked along side construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked alongside construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked {along side=>alongside} construction companies to build 280 energy efficient homes in a week .",<explanation-1>'Alongside' should be one word.</explanation-1>,wiki_test_537,"A similar sentence with visual predicates is claimed to be , "" I can see it clearly "" , or with auditory predicates , "" That sounds right to me .","A similar sentence with visual predicates is claimed to be , "" I can see it clearly ,"" or with auditory predicates , "" That sounds right to me. ""","A similar sentence with visual predicates is claimed to be , "" I can see it clearly {"" ,=>,""} or with auditory predicates , "" That sounds right to {me .=>me. ""}",<explanation-1>Putting the comma and period inside the quotations follows American English rules.</explanation-1>,fce_dev_347,"Then the show was suppost to start at 19.30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was supposed to start at 19 : 30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was {suppost=>supposed} to start at {19.30=>19 : 30} hours but it started at 20 : 15 , more than half an hour later .","<explanation-1>The spelling of ""suppost"" was corrected to ""supposed.""</explanation-1>
<explanation-2>The format of ""19.30"" was corrected to ""19:30"" to match American English standards.</explanation-2>"
wiki_dev_476,"Afterward , the Bottle Ship 's self-destruct sequence is remotely activated and Samus clutches the helmet as she escapes from the Bottle Ship in her Zero Suit , before it is utterly destroyed .","Afterward , the Bottle Ship 's self-destruct sequence is remotely activated , and Samus clutches the helmet as she escapes from the Bottle Ship in her Zero Suit before it is utterly destroyed .","Afterward , the Bottle Ship 's self-destruct sequence is remotely activated {=>,} and Samus clutches the helmet as she escapes from the Bottle Ship in her Zero Suit {,=>} before it is utterly destroyed .",wiki_test_627,"Later , a new law was proposed in 1998 , specifing that a lawyer who was once a judge or a prosecutor must not serve as a lawyer within two years at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , specifying that a lawyer who was once a judge or a prosecutor must not serve as a lawyer , within two years , at criminal trials of a court of which he was a member directly before .","Later , a new law was proposed in 1998 , {specifing=>specifying} that a lawyer who was once a judge or a prosecutor must not serve as a lawyer {=>,} within two years {=>,} at criminal trials of a court of which he was a member directly before .","<explanation-1>The spelling of 'specifying' is corrected.</explanation-1>
<explanation-2>This parenthetical is set off with commas.</explanation-2>",wiki_test_492,"Bradley has three sons : Kevin , Kyle , and Allyn !!","Bradley has three sons : Kevin , Kyle , and Allyn !","Bradley has three sons : Kevin , Kyle , and Allyn {!!=>!}","<explanation-1>Though sometimes more exclamation points are used for stylistic effect, using only one is considered grammatical.</explanation-1>",wiki_test_28,"He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is trully retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória , and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is truly retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória {=>,} and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is {trully=>truly} retired .","<explanation-1>Here, an Oxford comma is added.</explanation-1>
<explanation-2>This edit corrects the spelling of 'truly.'</explanation-2>"
fce_test_321,"But when I went there , it was closed .","When I went there , it was closed .","{But when=>When} I went there , it was closed .",fce_test_234,I also would like to get some information about weather .,I also would like to get some information about the weather .,I also would like to get some information about {=>the} weather .,"<explanation-1>""Weather"" typically requires the article ""the.""</explanation-1>",wiki_test_769,"Ray Stantz owns an science / occult book shop in Manhattan , and along with Winston Zeddmore they put on special appearances at children 's birthday parties .","Ray Stantz owns a science / occult book shop in Manhattan , and, along with Winston Zeddmore, they put on special appearances at children 's birthday parties .","Ray Stantz owns {an=>a} science / occult book shop in Manhattan , {and=>and,} along with Winston {Zeddmore=>Zeddmore,} they put on special appearances at children 's birthday parties .","<explanation-1>Because the  following word does not begin with a vowel sound, 'a' is the correct form of the article here.</explanation-1>
<explanation-2>Because the phrase being punctuated here is parenthetical, it is set off with commas.</explanation-2>",wiki_dev_877,"Situated at 54 ° North , the harbour is the northwesternmost port in North America to be linked to the continent 's railway network .","Situated at 54 ° North , the harbor is the north-westernmost port in North America to be linked to the continent 's railway network .","Situated at 54 ° North , the {harbour=>harbor} is the {northwesternmost=>north-westernmost} port in North America to be linked to the continent 's railway network .","<explanation-1>""harbour"" was corrected to the American English spelling, ""harbor.""</explanation-1>
<explanation-2>A hyphen was added to correct the spelling error.</explanation-2>"
fce_test_510,"If I want to buy a nice pair of shoe , I 'll have to go into a city centre and browse around from shops to shops until I find the shoes I like .","If I want to buy a nice pair of shoes , I have to go into a city center center , and browse around from shop to shop until I find the shoes I like .","If I want to buy a nice pair of {shoe=>shoes} , I {'ll=>} have to go into a city {centre=>center center ,} and browse around from {shops=>shop} to {shops=>shop} until I find the shoes I like .",wiki_test_215,"Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands , and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands {,=>} and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) {)=>} , to bring this about .","<explanation-1>A comma splice is removed.</explanation-1>
<explanation-2>This extra closing parenthesis is deleted.</explanation-2>",fce_dev_836,"I usually stay a tent during camping . Actually , I do n't like tent so much .","I usually stay in a tent during camping . Actually , I do n't like the tent so much .","I usually stay {=>in} a tent during camping . Actually , I do n't like {=>the} tent so much .","<explanation-1>'Stay' needs a preposition and cannot take a noun as a direct object because it is intransitive.</explanation-1>
<explanation-2>'Tent' either needs this article or to be made plural.</explanation-2>",wiki_test_558,"With modern overdamped , stiffly spring , suspensions this is less likely to be effective .","With modern , overdamped , stiffly sprung suspensions , this is less likely to be effective .","With modern {=>,} overdamped , stiffly {spring=>sprung suspensions} , {suspensions=>} this is less likely to be effective .","<explanation-1>A comma was added to follow grammar rules for lists in English.</explanation-1>
<explanation-2>""sprung suspensions"" corrects ""spring"" because of ""stiffly,"" and ""suspensions"" was deleted because it was replaced.</explanation-2>"
