id,original,revised,aligned,in_context_id_1,in_context_original_1,in_context_revised_1,in_context_aligned_1,in_context_explanation_1,in_context_id_2,in_context_original_2,in_context_revised_2,in_context_aligned_2,in_context_explanation_2,in_context_id_3,in_context_original_3,in_context_revised_3,in_context_aligned_3,in_context_explanation_3
wiki_dev_788,"While AMT penetrates to only several hundred metres , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","While AMT penetrates to only several hundred meters , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .","While AMT penetrates to only several hundred {metres=>meters} , AMT measurements take only about one hour to perform and use smaller and lighter magnetic sensors .",wiki_test_770,"Tipp led by 7 points midway through the half , but Louth , after missing a penalty earlier , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing an earlier penalty , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing {a=>an earlier} penalty {earlier=>} , scored from their second and made a tight finish .","<explanation-1>The article was changed to account for ""earlier"" starting with a vowel, and ""earlier"" was moved to make the sentence more grammatical.</explanation-1>",wiki_dev_49,Retrospective abum of early singles called ' 1234 The Early Singles ' released 2006 .,"A retrospective album of early singles called "" 1234 : The Early Singles "" was released in 2006 .","{Retrospective abum=>A retrospective album} of early singles called {'=>""} 1234 {=>:} The Early Singles {'=>"" was} released {=>in} 2006 .","<explanation-1>This edit inserts a necessary article for the noun 'retrospective album' and also corrects the spelling.</explanation-1>
<explanation-2>These two edits correct the album name so that it is enclosed in quotation marks, and it also adds a necessary verb, 'was.'</explanation-2>
<explanation-3>This edit adds a needed preposition, 'in.'</explanation-3>",wiki_dev_547,"His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favour of the ideas forst advanced by Karl Ernst von Baer .","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favor of the ideas first advanced by Karl Ernst von Baer .","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in {favour=>favor} of the ideas {forst=>first} advanced by Karl Ernst von Baer .","<explanation-1>""favour"" was changed to ""favor"" because that is the American English first.</explanation-1>
<explanation-2>""forst"" was a spelling error that was corrected with ""first.""</explanation-2>"
fce_test_366,"Finally , I preciate your organisation and look forward to hearing from the next International Arts Festival .","Finally , I appreciate your organization and look forward to hearing from the next International Arts Festival .","Finally , I {preciate=>appreciate} your {organisation=>organization} and look forward to hearing from the next International Arts Festival .",wiki_dev_340,"For $ 500 per week he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week , he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week {=>,} he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .",<explanation-1>A comma was added after the introductory phrase.</explanation-1>,fce_dev_440,AT seven o'clock on the dot we went there for starting queueing .,"At seven o'clock on the dot , we went there to start queueing .","{AT=>At} seven o'clock on the dot {=>,} we went there {for starting=>to start} queueing .","<explanation-1>Capitalization corrected to adhere to English grammar rules.</explanation-1>
<explanation-2>Comma added after an introductory phrase.</explanation-2>
<explanation-3>""for starting"" was changed to ""to start"" because an infinitive is needed in this construction.</explanation-3>",wiki_dev_586,"After nearly ten years of production , the founder Dean B. Zelinsky decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder , Dean B. Zelinsky , decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder {=>,} Dean B. Zelinsky {=>,} decided that he no longer wanted to manufacture guitars and sold the company .","<explanation-1>Commas were added around the noun phrase ""Dean B. Zelinsky"" because it provides more information about the noun phrase ""the founder.""</explanation-1>"
fce_dev_633,"I worked all days , but I did it with pleasure .","I worked everyday , but I did it with pleasure .","I worked {all days=>everyday} , but I did it with pleasure .",fce_test_215,I learnt from you letter that I 've won the first prize .,I learned from your letter that I 've won the first prize .,I {learnt=>learned} from {you=>your} letter that I 've won the first prize .,"<explanation-1>'Learned' is the correct spelling of 'learn' in the past tense.</explanation-1>
<explanation-2>The possessive 'your' is meant here instead of the pronoun 'you.'</explanation-2>",wiki_test_637,It was almost twice as long as the modern saltwater crocodile and weighed up to 8 tonnes .,It was almost twice as long as the modern saltwater crocodile and weighed up to 8 tons .,It was almost twice as long as the modern saltwater crocodile and weighed up to 8 {tonnes=>tons} .,"<explanation-1>""Tons"" is the American English standard spelling.</explanation-1>",fce_dev_125,"A new technology and science will change fabrics , so they will change their colour during the day .",New technology and science will change fabrics so that they will change color during the day .,"{A new=>New} technology and science will change fabrics {,=>} so {=>that} they will change {their colour=>color} during the day .","<explanation-1>""A new"" was changed to ""New"" as the context suggests that technology is general rather than specific.</explanation-1>
<explanation-2>The comma was removed as it is not required before the phrase ""so that.""</explanation-2>
<explanation-3>""That"" was inserted for clarity.</explanation-3>
<explanation-4>The British spelling of ""colour"" was changed to the American English standard.</explanation-4>"
wiki_dev_434,"As of the census2 of 2000 , there are 1,930 people , 598 households , and 528 families residing in the village .","As of the census of 2000 , there are 1,930 people , 598 households , and 528 families residing in the village .","As of the {census2=>census} of 2000 , there are 1,930 people , 598 households , and 528 families residing in the village .",fce_dev_31,I am very indignatged because I wasted my time and it was a horrible evening so I would like you return my money and take notes of all these problems .,"I am very indignant because I wasted my time and it was a horrible evening , so I would like you to return my money and take notes of all these problems .","I am very {indignatged=>indignant} because I wasted my time and it was a horrible evening {=>,} so I would like you {=>to} return my money and take notes of all these problems .","<explanation-1>The misspelling ""idignatged"" was changed to ""indignant.""</explanation-1>
<explanation-2>A comma was inserted before the so-clause as it is a complete and independent clause.</explanation-2>
<explanation-3>""To"" is required before the infinitive after the phrase ""I would like...""</explanation-3>",fce_test_639,Every person in the world looks for technology everyday to improve the way they live their own life .,Every person in the world looks to technology everyday to improve the way they live their own life .,Every person in the world looks {for=>to} technology everyday to improve the way they live their own life .,"<explanation-1>""For"" was replaced with ""to"" as the set phrase ""look to"" fits the meaning of ""rely on"" that is implied by the sentence.</explanation-1>",fce_dev_857,"I felt in love with a beautiful girl "" Calen "" , she is from Spain and was selling "" hot dogs "" .",I fell in love with a beautiful girl named Calen . She was from Spain and was selling hot dogs .,"I {felt=>fell} in love with a beautiful girl {""=>named} Calen {"" , she is=>. She was} from Spain and was selling {""=>} hot dogs {""=>} .","<explanation-1>""Felt"" was replaced with ""fell"" as ""fell in love"" is a common set phrase.</explanation-1>
<explanation-2>The quotes were replaced with ""named"" to improve clarity and flow.</explanation-2>
<explanation-3>"", She is"" was replaced with ""She was"" to match the tense of the other verbs in the sentence and to properly split the two independent clauses.</explanation-3>
<explanation-4>The quotes were removed around ""hot dogs"" as it is a typical noun.</explanation-4>"
fce_dev_684,"I remember when I was in secondary school . At that time , my friends and I was so daring and full of energy .","I remember when I was in secondary school , my friends and I were so daring and full of energy .","I remember when I was in secondary school {. At that time=>} , my friends and I {was=>were} so daring and full of energy .",fce_test_234,I also would like to get some information about weather .,I also would like to get some information about the weather .,I also would like to get some information about {=>the} weather .,"<explanation-1>""Weather"" typically requires the article ""the.""</explanation-1>",wiki_test_662,"Two predictor circuits may overlap , with tuned circuits used for one predictor to jump over the over .",Two predictor circuits may overlap with tuned circuits used for one predictor to jump over the other .,"Two predictor circuits may overlap {,=>} with tuned circuits used for one predictor to jump over the {over=>other} .","<explanation-1>The comma was deleted because the following information is essential to the main clause.</explanation-1>
<explanation-2>""Over"" was corrected to ""other"" as ""over the other"" is a common phrase.</explanation-2>",fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... ""","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... ""","<explanation-1>This comma is necessary because the preceding is an introductory phrase.</explanation-1>
<explanation-2>This comma is necessary because the preceding is a nonrestrictive clause.</explanation-2>
<explanation-3>This comma is necessary because what follows is direct address.</explanation-3>
<explanation-4>This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.</explanation-4>
<explanation-5>This comma is added assuming what would follow the and is an independent clause, which may not be the case.</explanation-5>"
fce_test_553,These things provide me all convenience .,These things provide me nothing but convenience .,These things provide me {all=>nothing but} convenience .,fce_dev_74,The show can be seen between 10.00 - 19.00 .,The show can be seen between 10 : 00 - 7 : 00 .,The show can be seen between {10.00=>10 : 00} - {19.00=>7 : 00} .,"<explanation-1>The time is rewritten to reflect the standards of American English.</explanation-1>
<explanation-2>The time is rewritten to reflect the standards of American English.</explanation-2>",fce_test_289,"From the begining of the century to now , modern technology has changed and has made our daily life easier .","From the beginning of the century to now , modern technology has changed and made our daily lives easier .","From the {begining=>beginning} of the century to now , modern technology has changed and {has=>} made our daily {life=>lives} easier .","<explanation-1>A spelling error was corrected.</explanation-1>
<explanation-2>""has"" was removed because it is redundant.</explanation-2>
<explanation-3>""life"" was pluralized of the pronoun ""our.""</explanation-3>",wiki_test_770,"Tipp led by 7 points midway through the half , but Louth , after missing a penalty earlier , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing an earlier penalty , scored from their second and made a tight finish .","Tipp led by 7 points midway through the half , but Louth , after missing {a=>an earlier} penalty {earlier=>} , scored from their second and made a tight finish .","<explanation-1>The article was changed to account for ""earlier"" starting with a vowel, and ""earlier"" was moved to make the sentence more grammatical.</explanation-1>"
fce_test_562,"First , I tell you the name of the hotel , it 's the Palace Hotel .","First , I 'll tell you the name of the hotel : it 's the Palace Hotel .","First , I {=>'ll} tell you the name of the hotel {,=>:} it 's the Palace Hotel .",fce_test_677,"We know what you have done and your dog will be sold "" .","We know what you have done and your dog will be sold . ""","We know what you have done and your dog will be sold {=>.} "" {.=>}",<explanation-1>The period was moved inside the quotes to adhere to certain style guides.</explanation-1>,fce_test_551,The Barbican Centre built in 1975 . Apart from Banks and important offices .,The Barbican Centre was built in 1975 . Apart from Banks and important offices .,The Barbican Centre {=>was} built in 1975 . Apart from Banks and important offices .,"<explanation-1>""Was"" was inserted because the phrase is in the passive voice and requires the verb ""to be.""</explanation-1>",fce_test_711,"To make things even worse , the play did n't start at 19 : 30 as it was supposed to but instead it started 45 minutes late , at 20 : 15 , and there were n't even your famous discounts available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to , but instead it started 45 minutes late , at 20 : 15 , and your famous discounts were n't even available .","To make things even worse , the play did n't start at 19 : 30 as it was supposed to {=>,} but instead it started 45 minutes late , at 20 : 15 , and {there=>your famous discounts} were n't even {your famous discounts=>} available .","<explanation-1>The comma was inserted because the following phrase is complete and independent.</explanation-1>
<explanation-2>The phrase ""there weren't even your famous discounts available"" was changed to ""your famous discounts weren't even available"" to improve clarity and fluency.</explanation-2>"
wiki_dev_656,"It 's role is to develop policy in any area concerning industrial / economic development and to recommended this to Government , which is entitled to implement or reject such recommendations as the Government see fit .","Its role is to develop policy in any area concerning industrial / economic development and to recommended this to the government , which is entitled to implement or reject such recommendations as it sees fit .","{It 's=>Its} role is to develop policy in any area concerning industrial / economic development and to recommended this to {Government=>the government} , which is entitled to implement or reject such recommendations as {the Government see=>it sees} fit .",wiki_dev_469,The centre stands 15 metres above the ground and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .,"The center stands 15 meters above the ground, and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","The {centre=>center} stands 15 {metres=>meters} above the {ground=>ground,} and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","<explanation-1>This edit changes the spelling to the American English spelling.</explanation-1>
<explanation-2>This edit changes the spelling to the American English spelling.</explanation-2>
<explanation-3>This edit adds a needed comma because the two independent clauses are joined with a coordinating conjunction.</explanation-3>",wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .","<explanation-1>The comma is needed here because this is a nonrestrictive clause.</explanation-1>
<explanation-2>This edit corrects the spelling of 'professor.'</explanation-2>",fce_dev_507,"Firstly , I would like to thank you for the programme that you provided .","First , I would like to thank you for the program that you provided .","{Firstly=>First} , I would like to thank you for the {programme=>program} that you provided .","<explanation-1>Both ""firstly"" and ""first"" work but the latter is more concise and is often used to introduce lists.</explanation-1>
<explanation-2>The British spelling was changed to the American spelling ""program.""</explanation-2>"
wiki_dev_423,"Around the same time Vertegaal coined the term Attentive Groupware , the first description of what would later be renamed Attentive User Interfaces .","Around the same time , Vertegaal coined the term "" attentive groupware , "" the first description of what would later be renamed "" attentive user interfaces. ""","Around the same time {=>,} Vertegaal coined the term {Attentive Groupware=>"" attentive groupware} , {=>""} the first description of what would later be renamed {Attentive User Interfaces .=>"" attentive user interfaces. ""}",fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,"<explanation-1>This edit inserts 'be' because the restaurant will be in the state of being open for that duration.</explanation-1>
<explanation-2>'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.</explanation-2>",fce_test_196,I realy got to know them after the concert .,I really got to know them after the concert .,I {realy=>really} got to know them after the concert .,<explanation-1>A spelling error was corrected.</explanation-1>,fce_test_630,First of all I recommend you to go on the 8 a.m. boat .,"First of all , I recommend you go on the 8 a.m. boat .","First of all {=>,} I recommend you {to=>} go on the 8 a.m. boat .","<explanation-1>A comma was added to adhere to English grammar rules.</explanation-1>
<explanation-2>""to"" was deleted because it is not needed before the verb ""go.""</explanation-2>"
wiki_test_232,He was buried at Arlington National Cemetary with full military honors .,He was buried at Arlington National Cemetery with full military honors .,He was buried at Arlington National {Cemetary=>Cemetery} with full military honors .,wiki_test_662,"Two predictor circuits may overlap , with tuned circuits used for one predictor to jump over the over .",Two predictor circuits may overlap with tuned circuits used for one predictor to jump over the other .,"Two predictor circuits may overlap {,=>} with tuned circuits used for one predictor to jump over the {over=>other} .","<explanation-1>The comma was deleted because the following information is essential to the main clause.</explanation-1>
<explanation-2>""Over"" was corrected to ""other"" as ""over the other"" is a common phrase.</explanation-2>",fce_dev_158,"On the other hand , people will still be living in a building which is constructed for a "" family "" .","On the other hand , people will still be living in a building constructed for a "" family . ""","On the other hand , people will still be living in a building {which is=>} constructed for a "" family {=>.} "" {.=>}","<explanation-1>""Which is"" was removed to improve conciseness and fluency.</explanation-1>
<explanation-2>Periods go inside quotations in standard American English.</explanation-2>",wiki_test_915,"Over the years Tarkovsky wrote several screenplay variants , at time working together with Aleksandr Misharin .","Over the years Tarkovsky wrote several screenplay variants , at the time working with Aleksandr Misharin .","Over the years Tarkovsky wrote several screenplay variants , at {=>the} time working {together=>} with Aleksandr Misharin .","<explanation-1>""The"" is added because ""time"" requires an article in this usage.</explanation-1>
<explanation-2>""together"" is not needed in this sentence because ""with"" is used.</explanation-2>"
fce_test_127,Therefore we should try to educate ourselves so as to respect altrui in his privacy .,"Therefore , we should try to educate ourselves and respect everyone 's privacy .","Therefore {=>,} we should try to educate ourselves {so as to=>and} respect {altrui in his=>everyone 's} privacy .",fce_test_29,So she asked me to fill her position .,"So , she asked me to fill her position .","So {=>,} she asked me to fill her position .","<explanation-1>A comma can be added after ""so"" depending on the style guide being followed.</explanation-1>",wiki_test_325,"There is no objective "" per se "" .","There is no objective "" per se .""","There is no objective "" per se {"" .=>.""}",<explanation-1>The period was put inside the quotations to follow certain style guides.</explanation-1>,fce_test_187,"But we have to accept that everyone has their private life for example when we get married or when policeman stop us on the highway , we do n't want any stranger notice that what is happening to us .","But we have to accept that everyone has privacy . For example , when we get married or when police stop us on the highway , we would n't want just any stranger to notice that .","But we have to accept that everyone has {their private life for=>privacy . For} example {=>,} when we get married or when {policeman=>police} stop us on the highway , we {do=>would} n't want {=>just} any stranger {=>to} notice that {what is happening to us=>} .","<explanation-1>""Policeman"" was changed to ""police"" as it is plural, gender neutral, and more concise.</explanation-1>
<explanation-2>""Do"" was replaced with ""would"" to emphasize the hypothetical nature of the phrase.</explanation-2>
<explanation-3>""Just"" was inserted to improve fluency.</explanation-3>
<explanation-4>""To"" was inserted because the infinitive form requires ""to"" when following ""want.""</explanation-4>
<explanation-5>""What is happening to us"" was removed to improve fluency and clarity.</explanation-5>"
fce_test_605,But the positive way new technology have changed my life is in way to communicate .,But the positive way new technology has changed my life is in the means of communication .,But the positive way new technology {have=>has} changed my life is in {way to communicate=>the means of communication} .,fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives .","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .","<explanation-1>A comma was added to a list to adhere to certain grammar or style guide rules.</explanation-1>
<explanation-2>""into"" is not the correct preposition so it was changed to ""in.""</explanation-2>",wiki_dev_751,"born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast ) is a retired male weightlifter from the Ukraine .","Born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast is a retired male weightlifter from the Ukraine .","{born=>Born} February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast {)=>} is a retired male weightlifter from the Ukraine .","<explanation-1>The first letter of the first word in the sentence was capitalized to adhere to English grammar rules.</explanation-1>
<explanation-2>Since there was no opening parenthesis, the closing one was removed.</explanation-2>",wiki_dev_86,The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,"<explanation-1>Removing the article and making ""New Zealand"" plural makes the sentence more natural sounding.</explanation-1>"
fce_test_356,"Unfortunatelly , I will be able to go only in July because the restaurant where I am working will be closed for this dates .","Unfortunately , I will be able to go only in July because the restaurant where I am working will be closed for these dates .","{Unfortunatelly=>Unfortunately} , I will be able to go only in July because the restaurant where I am working will be closed for {this=>these} dates .",fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... ""","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... ""","<explanation-1>This comma is necessary because the preceding is an introductory phrase.</explanation-1>
<explanation-2>This comma is necessary because the preceding is a nonrestrictive clause.</explanation-2>
<explanation-3>This comma is necessary because what follows is direct address.</explanation-3>
<explanation-4>This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.</explanation-4>
<explanation-5>This comma is added assuming what would follow the and is an independent clause, which may not be the case.</explanation-5>",fce_dev_655,I WANT YOU TO GIVE ME A COMPLETE REFOUND .,I WANT YOU TO GIVE ME A COMPLETE REFUND .,I WANT YOU TO GIVE ME A COMPLETE {REFOUND=>REFUND} .,"<explanation-1>The potential mistake in spelling ""refound"" was changed to ""refund"" as it is a collocate to the phrase ""give a.""</explanation-1>",wiki_test_178,"He is known for his zany stage show , where he has played the vacum , jumped rope with his microphone wire and stopped songs to tell the audiences his thoughts on different topics .","He is known for his zany stage show , where he has played the vacuum , jumped rope with his microphone wire , and stopped songs to tell the audience his thoughts on different topics .","He is known for his zany stage show , where he has played the {vacum=>vacuum} , jumped rope with his microphone wire {=>,} and stopped songs to tell the {audiences=>audience} his thoughts on different topics .","<explanation-1>'Vacuum' is spelled with two u's.</explanation-1>
<explanation-2>This edit inserts an Oxford comma.</explanation-2>
<explanation-3>The singular form of the word is more typical in this context.</explanation-3>"
fce_test_433,I helped at a pop concert of a newcomer group and you ca n't imagine how exciting it was !,"I helped at a pop concert of an up-and-coming group , and you ca n't imagine how exciting it was !","I helped at a pop concert of {a newcomer=>an up-and-coming} group {=>,} and you ca n't imagine how exciting it was !",fce_dev_29,the rules at home are very different .,The rules at home are very different .,{the=>The} rules at home are very different .,"<explanation-1>""The"" was capitalized because the first word in a sentence is capitalized in English.</explanation-1>",fce_test_480,Technical and Warm Home People 's way of life has considerably been changed by rapdily developing mordern technology .,Technical and Warm Home People 's way of life has considerably been changed by rapidly developing modern technology .,Technical and Warm Home People 's way of life has considerably been changed by {rapdily=>rapidly} developing {mordern=>modern} technology .,"<explanation-1>The misspelling ""rapdily"" was corrected to ""rapidly.""</explanation-1>
<explanation-2>The misspelling ""mordern"" was corrected to ""modern.""</explanation-2>",wiki_test_100,"In 1987 , when Dr Niven was in ailing health , Dr John Bear agreed to take the school on and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when Dr. Niven was in ailing health , Dr. John Bear agreed to take the school on , and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when {Dr=>Dr.} Niven was in ailing health , {Dr=>Dr.} John Bear agreed to take the school on {=>,} and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","<explanation-1>A period is standard after ""DR"" in American English.</explanation-1>
<explanation-2>A comma was inserted to mark the list.</explanation-2>"
wiki_dev_911,Jaitley came in first place at Femina Miss India 2001 winning the title of Femina Miss India Universe 2001 .,"Jaitley came in first place at Femina Miss India 2001, winning the title of Femina Miss India Universe 2001 .","Jaitley came in first place at Femina Miss India {2001=>2001,} winning the title of Femina Miss India Universe 2001 .",fce_test_28,You certainly saw that plays and films had a lot of success .,You certainly saw that the plays and films had a lot of success .,You certainly saw that {=>the} plays and films had a lot of success .,"<explanation-1>'The' is inserted here to make the following noun phrase, 'plays and films,' definite as opposed to indefinite, which makes more sense in the context of the sentence.</explanation-1>",wiki_test_146,"In addition to his judgeship , between 1896 and 1900 Taft also served as the first dean and a orofessor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 , Taft also served as the first dean and a professor of Constitutional Law at the University of Cincinnati .","In addition to his judgeship , between 1896 and 1900 {=>,} Taft also served as the first dean and a {orofessor=>professor} of Constitutional Law at the University of Cincinnati .","<explanation-1>The comma is needed here because this is a nonrestrictive clause.</explanation-1>
<explanation-2>This edit corrects the spelling of 'professor.'</explanation-2>",fce_dev_447,"In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say there years and years .","In our class , we do n't have any problems with students who dislike working , because we are all there for the same reasons , and nobody wants to stay there years and years .","In our class , we do n't have {problem=>any problems} with students who dislike {to work=>working} , because we are all there for the same reasons {=>,} and nobody wants to {say=>stay} there years and years .","<explanation-1>""any problems"" was added to match the sentence.</explanation-1>
<explanation-2>""to work"" was corrected to ""working"" because ""dislike"" requires a direct object.</explanation-2>
<explanation-3>A comma was added before a conjunction to conjoin two independent clauses.</explanation-3>
<explanation-4>Spelling of ""say"" was corrected to ""stay.""</explanation-4>"
fce_dev_317,"BUT WHAT CAN NOT I FORGIVE TO YOUR COMPANY IS TO CHANGE THE START AT THE LAST MOMENT , MY HUSBAND IS A DANNY BROOK 'S FAN AND HE FELT REALLY DISSAPOINTED .",BUT WHAT I CAN NOT FORGIVE YOUR COMPANY FOR IS CHANGING THE START TIME AT THE LAST MOMENT. I CAN UNDERSTAND THE DIFFICULTIES OF WORKING IN THE THEATER .,"BUT WHAT {=>I} CAN NOT {I=>} FORGIVE {TO=>} YOUR COMPANY {=>FOR} IS {TO CHANGE=>CHANGING} THE START {=>TIME} AT THE LAST {MOMENT , MY HUSBAND IS A DANNY BROOK 'S FAN AND HE FELT REALLY DISSAPOINTED=>MOMENT. I CAN UNDERSTAND THE DIFFICULTIES OF WORKING IN THE THEATER} .",fce_test_158,I would like to ask you what type of clothes should I bring ?,I would like to ask you what type of clothes I should bring .,I would like to ask you what type of clothes {=>I} should {I=>} bring {?=>.},"<explanation-1>These first two edits move the subject before the verb in order to fix the sentence's word order.</explanation-1>
<explanation-2>This edit fixes the punctuation because the sentence is not actually a question.</explanation-2>",fce_dev_400,"When you are tired after looking around you might want to buy drinks or something to eat , or if you are fed up with historical thing , you migh as well just pop into the modern gallery to see things which are more modern .","When you are tired after looking around , you might want to buy drinks or something to eat , or if you are fed up with historical things , you might as well just pop into the modern gallery to see things that are more modern .","When you are tired after looking around {=>,} you might want to buy drinks or something to eat , or if you are fed up with historical {thing=>things} , you {migh=>might} as well just pop into the modern gallery to see things {which=>that} are more modern .","<explanation-1>An adverbial phrase requires a comma when it is placed at the beginning of a sentence.</explanation-1>
<explanation-2>""Thing"" was replaced with the plural ""things"" as the lack of article implies multiple ""historical things.""</explanation-2>
<explanation-3>The misspelling ""migh"" was corrected to ""might.""</explanation-3>
<explanation-4>""Which"" was changed to ""that"" because the following phrase is essential to the sentence.</explanation-4>",fce_test_187,"But we have to accept that everyone has their private life for example when we get married or when policeman stop us on the highway , we do n't want any stranger notice that what is happening to us .","But we have to accept that everyone has privacy . For example , when we get married or when police stop us on the highway , we would n't want just any stranger to notice that .","But we have to accept that everyone has {their private life for=>privacy . For} example {=>,} when we get married or when {policeman=>police} stop us on the highway , we {do=>would} n't want {=>just} any stranger {=>to} notice that {what is happening to us=>} .","<explanation-1>""Policeman"" was changed to ""police"" as it is plural, gender neutral, and more concise.</explanation-1>
<explanation-2>""Do"" was replaced with ""would"" to emphasize the hypothetical nature of the phrase.</explanation-2>
<explanation-3>""Just"" was inserted to improve fluency.</explanation-3>
<explanation-4>""To"" was inserted because the infinitive form requires ""to"" when following ""want.""</explanation-4>
<explanation-5>""What is happening to us"" was removed to improve fluency and clarity.</explanation-5>"
wiki_test_52,"Beginning 1993 , Vergara spent almost a decade working in public relations and corporate communications as a staff writer , photographer , graphic designer , and on occasion , special events host .","Beginning in 1993 , Vergara spent almost a decade working in public relations and corporate communications as a staff writer , photographer , graphic designer , and on occasion , special events host .","Beginning {=>in} 1993 , Vergara spent almost a decade working in public relations and corporate communications as a staff writer , photographer , graphic designer , and on occasion , special events host .",fce_dev_31,I am very indignatged because I wasted my time and it was a horrible evening so I would like you return my money and take notes of all these problems .,"I am very indignant because I wasted my time and it was a horrible evening , so I would like you to return my money and take notes of all these problems .","I am very {indignatged=>indignant} because I wasted my time and it was a horrible evening {=>,} so I would like you {=>to} return my money and take notes of all these problems .","<explanation-1>The misspelling ""idignatged"" was changed to ""indignant.""</explanation-1>
<explanation-2>A comma was inserted before the so-clause as it is a complete and independent clause.</explanation-2>
<explanation-3>""To"" is required before the infinitive after the phrase ""I would like...""</explanation-3>",fce_dev_734,"That was bit boring , but it was part of my job .","That was a bit boring , but it was part of my job .","That was {=>a} bit boring , but it was part of my job .","<explanation-1>The article ""a"" is needed because it is needed before the adjective ""boring.""</explanation-1>",fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,"<explanation-1>This edit inserts 'be' because the restaurant will be in the state of being open for that duration.</explanation-1>
<explanation-2>'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.</explanation-2>"
