_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,comments,describe_why_this_is_not_annotatable,not_annotatable,please_explain_the_revisions_write_na_if_not_annotatable,aligned,id,original,revised
3471075713,6/22/2023 20:03:17,6655919862,6/22/2023 19:59:46,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,- The article was corrected because it precedes a word that starts with a consonant.,"The Lycée 's secondary school accommodates approximately 309 students on {an=>a} campus in Bethesda , Maryland , from downtown Washington , D.C .",wiki_test_930,"The Lycée 's secondary school accommodates approximately 309 students on an campus in Bethesda , Maryland , from downtown Washington , D.C .","The Lycée 's secondary school accommodates approximately 309 students on a campus in Bethesda , Maryland , from downtown Washington , D.C ."
3471075714,6/23/2023 12:56:15,6656268634,6/23/2023 12:50:25,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit adds a comma after this introductory phrase.
-This edit adds a comma because two independent clauses are being joined with coordinating conjunction.
-This edit adds a comma and the word 'like' to make this a nonrestrictive clause expanding on what kind of buildings are included.
-This edit adds the necessary period to the abbreviation for et cetera.","After some intense public debate {=>,} a local harbor board was established in 1906 {=>,} and a boom in architectural creativity soon followed during which many of the currently listed heritage {buildings St Monicas ,=>buildings, like St. Monica's} Central Hotel {etc=>, etc.} were constructed .",wiki_test_488,"After some intense public debate a local harbor board was established in 1906 and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings St Monicas , Central Hotel etc were constructed .","After some intense public debate , a local harbor board was established in 1906 , and a boom in architectural creativity soon followed during which many of the currently listed heritage buildings, like St. Monica's Central Hotel , etc. were constructed ."
3471075715,7/11/2023 07:49:47,6661964231,7/11/2023 07:49:13,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""The current day"" was changed to ""today"" as it is more concise.","From March to {the current day=>today} , he has been involved in a feud with Sting .",wiki_dev_781,"From March to the current day , he has been involved in a feud with Sting .","From March to today , he has been involved in a feud with Sting ."
3471075716,6/22/2023 20:15:28,6655922478,6/22/2023 20:14:53,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- ""Style"" is more correct when talking about types of art.",Bridget Flannery ( 1959- ) is an Irish painter working in an abstract {manner=>style} .,wiki_dev_614,Bridget Flannery ( 1959- ) is an Irish painter working in an abstract manner .,Bridget Flannery ( 1959- ) is an Irish painter working in an abstract style .
3471075717,6/23/2023 17:29:58,6656332992,6/23/2023 17:28:07,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- Adding ""There are"" before ""activities"" makes the sentence more grammatical and natural.
- The spelling of ""programme"" to ""program"" was changed to adhere to the American English spelling.
- A comma was added to the list to adhere to the rules of English grammar and certain style guides.","{Activities=>There are activities} connected with the social {programme=>program} such as international evenings , sing along parties {=>,} and indoor games .",fce_dev_62,"Activities connected with the social programme such as international evenings , sing along parties and indoor games .","There are activities connected with the social program such as international evenings , sing along parties , and indoor games ."
3471075718,7/11/2023 08:59:21,6661986728,7/11/2023 08:33:10,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,Meaning changing,not_annotatable,,{Other=>Another} thing I have {to complement=>a complaint about} is {about=>} the {time of the theatre=>theater 's scheduling} .,fce_test_138,Other thing I have to complement is about the time of the theatre .,Another thing I have a complaint about is the theater 's scheduling .
3471075719,7/11/2023 06:03:13,6661916303,7/11/2023 06:02:44,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- The compound phrase ""annually held"" should have a hyphen when directly modifying the noun.",The main rivalry heading into Slammiversary was the {annually-held=>annually held} King of the Mountain match ( KOTM ) .,wiki_dev_212,The main rivalry heading into Slammiversary was the annually-held King of the Mountain match ( KOTM ) .,The main rivalry heading into Slammiversary was the annually held King of the Mountain match ( KOTM ) .
3471075720,6/22/2023 14:15:27,6655856027,6/22/2023 14:09:51,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-The comma is inserted because two independent clauses are being joined by a coordinating conjunction.
-In American English, 'advert' is not used as an abbreviated form of 'advertisement.' 'Ad' would be an alternative, abbreviated form that would work though.
-The semicolon replaces the comma here because the two complex independent clauses are being joined without a coordinating conjunction (the but here applies to the structure within the second complex independent clause).
-These different changes simplify the sentence structure to the benefit of the sentence.","Firstly , I am a fan of Danny Brook {=>,} so your {advert=>advertisement} attracted me {=>;} but when I went {=>,} there {=>was} a different actor {was=>} in the musical show {instead of him=>} .",fce_dev_579,"Firstly , I am a fan of Danny Brook so your advert attracted me but when I went there a different actor was in the musical show instead of him .","Firstly , I am a fan of Danny Brook , so your advertisement attracted me ; but when I went , there was a different actor in the musical show ."
3471075721,7/11/2023 05:41:07,6661904680,7/11/2023 05:40:36,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""Mine"" was changed to ""my"" because it is used before a noun instead of replacing a noun.",{Mine=>My} name is John and I have been in the latest International Arts Festival .,fce_test_700,Mine name is John and I have been in the latest International Arts Festival .,My name is John and I have been in the latest International Arts Festival .
3471075722,6/22/2023 20:14:52,6655922356,6/22/2023 20:12:22,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,I think the last deletion is incorrect.,,,"- The preposition ""in"" was changed to ""with"" because that is the correct preposition.
- Since this doesn't seem to be a contrasting sentence, ""as"" is more correct.",I was already happy to help {in=>with} such a big concert {than the=>as} Mylene Farmer {'s concert=>} .,fce_dev_842,I was already happy to help in such a big concert than the Mylene Farmer 's concert .,I was already happy to help with such a big concert as Mylene Farmer .
3471075723,6/23/2023 16:38:30,6656316981,6/23/2023 16:36:43,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- ""you"" is added because ""tell"" requires a direct object.
- ""the"" was added because an article is needed in this noun phrase.","Secondly , I would like to tell {=>you} more about {=>the} end-of-conference party .",fce_dev_780,"Secondly , I would like to tell more about end-of-conference party .","Secondly , I would like to tell you more about the end-of-conference party ."
3471075724,6/22/2023 14:00:56,6655852854,6/22/2023 14:00:34,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-The first word in a sentence must be capitalized.,{it=>It} will be on the 14th and we all want to go .,fce_dev_700,it will be on the 14th and we all want to go .,It will be on the 14th and we all want to go .
3471075725,7/11/2023 06:28:20,6661930868,7/11/2023 06:27:15,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- A comma was inserted because it separates two complete and independent clauses.
- ""doing"" was replaced with ""at"" because the phrase ""I am good at"" is more common.","Painting is something that I love {=>,} and I am very good {doing=>at} it .",fce_dev_324,Painting is something that I love and I am very good doing it .,"Painting is something that I love , and I am very good at it ."
3471075726,6/22/2023 20:43:02,6655927069,6/22/2023 20:39:14,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- A comma is inserted after an introductory phrase.
- The spelling error was corrected.
- ""Something interesting"" is more natural and fluent.","If you are going shopping {=>,} someone can easily steal your wallet {which=>while} you are looking at {some=>something} interesting {things=>} .",fce_dev_530,If you are going shopping someone can easily steal your wallet which you are looking at some interesting things .,"If you are going shopping , someone can easily steal your wallet while you are looking at something interesting ."
3471075727,6/22/2023 13:20:47,6655842354,6/22/2023 13:16:13,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-The comma is replaced by a semicolon because the two joined clauses are independent clauses and there is no coordinating conjunction. A comma is inserted after 'however' because it is an introductory phrase.,"Nerva sought to involve the Senate in his government {, however this=>; however, he} was not entirely successful .",wiki_test_467,"Nerva sought to involve the Senate in his government , however this was not entirely successful .","Nerva sought to involve the Senate in his government ; however, he was not entirely successful ."
3471075728,6/23/2023 16:26:50,6656313788,6/23/2023 16:24:27,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,- A comma was correctly added after the introductory phrase.,"According to the account by the Chechen fighter {=>,} Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men .",wiki_dev_244,"According to the account by the Chechen fighter Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men .","According to the account by the Chechen fighter , Dalkhan Kozayev , the attacking forces numbered 42 tanks and 8 BTR-type wheeled APCs , a number of other vehicles , and more than 3,000 men ."
3471075729,6/22/2023 13:36:55,6655846729,6/22/2023 13:36:06,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-The time is rewritten to reflect the standards of American English.
-The time is rewritten to reflect the standards of American English.",The show can be seen between {10.00=>10 : 00} - {19.00=>7 : 00} .,fce_dev_74,The show can be seen between 10.00 - 19.00 .,The show can be seen between 10 : 00 - 7 : 00 .
3471075730,7/11/2023 07:51:08,6661964621,7/11/2023 07:49:49,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- The misspelling ""idignatged"" was changed to ""indignant.""
- A comma was inserted before the so-clause as it is a complete and independent clause.
- ""To"" is required before the infinitive after the phrase ""I would like...""","I am very {indignatged=>indignant} because I wasted my time and it was a horrible evening {=>,} so I would like you {=>to} return my money and take notes of all these problems .",fce_dev_31,I am very indignatged because I wasted my time and it was a horrible evening so I would like you return my money and take notes of all these problems .,"I am very indignant because I wasted my time and it was a horrible evening , so I would like you to return my money and take notes of all these problems ."
3471075731,7/11/2023 08:08:54,6661970042,7/11/2023 08:08:24,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- The misspelling ""rapdily"" was corrected to ""rapidly.""
- The misspelling ""mordern"" was corrected to ""modern.""",Technical and Warm Home People 's way of life has considerably been changed by {rapdily=>rapidly} developing {mordern=>modern} technology .,fce_test_480,Technical and Warm Home People 's way of life has considerably been changed by rapdily developing mordern technology .,Technical and Warm Home People 's way of life has considerably been changed by rapidly developing modern technology .
3471075732,6/22/2023 13:21:38,6655842596,6/22/2023 13:20:48,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-'Rumoured' is replaced with 'rumored' to reflect American English spelling conventions.,Mulcair later clarified that he had actually been referring to the {rumoured=>rumored} existence of pictures showing Bin Laden reaching for a gun before he was killed .,wiki_test_898,Mulcair later clarified that he had actually been referring to the rumoured existence of pictures showing Bin Laden reaching for a gun before he was killed .,Mulcair later clarified that he had actually been referring to the rumored existence of pictures showing Bin Laden reaching for a gun before he was killed .
3471075733,6/22/2023 13:54:46,6655851404,6/22/2023 13:53:30,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-A comma splice is removed.
-This extra closing parenthesis is deleted.","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands {,=>} and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) {)=>} , to bring this about .",wiki_test_215,"Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands , and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) ) , to bring this about .","Lansky had apparently already obtained the approval of the Duke of Windsor for Lansky 's plans to develop gambling on the islands and was working with Christie , a property developer and Bahamian legislator , and other notable Bahamians , including Stafford Sands ( who served as the jury foreman at the de Marigny murder trial ) , to bring this about ."
3471075734,6/22/2023 16:01:51,6655875664,6/22/2023 16:00:59,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-'On' should be lowercase here.
-This revision changes the date format to follow the standard in American English.","Version 1.02 was released {On=>on December} 5 {December=>,} 2008 .",wiki_dev_588,Version 1.02 was released On 5 December 2008 .,"Version 1.02 was released on December 5 , 2008 ."
3471075735,6/22/2023 16:29:05,6655880595,6/22/2023 16:23:23,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This comma is necessary because the preceding is an introductory phrase.
-This comma is necessary because the preceding is a nonrestrictive clause.
-This comma is necessary because what follows is direct address.
-This comma is replaced with a period (and the capitalization fixed) because there are two independent clauses without coordinating conjunction. Alternative solutions include replacing the comma with a semicolon or adding 'and' after the comma.
-This comma is added assuming what would follow the and is an independent clause, which may not be the case.","Yesterday {=>,} as I was arriving home {=>,} I saw him in your yard {=>,} Mack {, he=>. He} looked very satisfied , Curly was laying on the grass {=>,} and ... """,fce_test_52,"Yesterday as I was arriving home I saw him in your yard Mack , he looked very satisfied , Curly was laying on the grass and ... ""","Yesterday , as I was arriving home , I saw him in your yard , Mack . He looked very satisfied , Curly was laying on the grass , and ... """
3471075736,6/22/2023 16:09:00,6655876950,6/22/2023 16:06:52,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit changes this phrase to 'English professor' because that is a more typical phrasing.
-I don't know if this is correct because it is in German.","Richard Lederer , an author and {=>English} professor {of English=>} , reports going to Germany and asking a vendor for a "" heißen {Hund=>hund} "" ( a literal translation of "" hot dog "" ) .",wiki_dev_645,"Richard Lederer , an author and professor of English , reports going to Germany and asking a vendor for a "" heißen Hund "" ( a literal translation of "" hot dog "" ) .","Richard Lederer , an author and English professor , reports going to Germany and asking a vendor for a "" heißen hund "" ( a literal translation of "" hot dog "" ) ."
3471075737,6/23/2023 17:57:02,6656341548,6/23/2023 17:56:09,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- ""were"" was changed to ""was"" because it should be singular given the subject of the sentence.","Same Difference {were=>was} a British pop duo , made up of siblings Sean and Sarah Smith .",wiki_test_407,"Same Difference were a British pop duo , made up of siblings Sean and Sarah Smith .","Same Difference was a British pop duo , made up of siblings Sean and Sarah Smith ."
3471075738,6/23/2023 12:27:24,6656261482,6/23/2023 12:24:16,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This word fits a bit better in this context.
-'Optional' is the correct word here.","To sum up , it is a big school where you have a lot of interesting {lessons=>classes} and some {optionaly=>optional} activities to do in your free time .",fce_test_775,"To sum up , it is a big school where you have a lot of interesting lessons and some optionaly activities to do in your free time .","To sum up , it is a big school where you have a lot of interesting classes and some optional activities to do in your free time ."
3471075739,6/23/2023 12:17:26,6656258383,6/23/2023 12:12:42,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit fixes the spelling and tense of 'apologize;' it also changes the comma to a period so that the clauses are correctly punctuated.
-The correct word choice here is 'without,' given the context.","Obviously , Pat first refused , but then she accepted that she was wrong {=>and apologized to Maria . After that} , {and apologyse Maria , after then=>} Pat never again talked about someone {within=>without} his or her permission .",fce_dev_52,"Obviously , Pat first refused , but then she accepted that she was wrong , and apologyse Maria , after then Pat never again talked about someone within his or her permission .","Obviously , Pat first refused , but then she accepted that she was wrong and apologized to Maria . After that , Pat never again talked about someone without his or her permission ."
3471075740,6/22/2023 13:29:51,6655844982,6/22/2023 13:23:17,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-A comma splice was removed.
-The noun 'cleaver' (which is a tool for cutting meat) was replaced with the adjective 'clever' (which means crafty or smart).
-The spelling of 'which' was corrected and a comma was inserted because it is introducing a nonrestrictive clause.
-A comma splice was removed.
-'Thing' is the correct word choice here instead of 'think.'
-The superlative 'most' better fits the intended meaning, and it should follow 'liked' instead of precede it.","I think {,=>} it was very {cleaver=>clever} of me to record that moment {wich=>, which} I will never {=>,} ever forget , and that was the {think that=>thing} I {more=>} liked {=>the most out} of that experience .",fce_test_669,"I think , it was very cleaver of me to record that moment wich I will never ever forget , and that was the think that I more liked of that experience .","I think it was very clever of me to record that moment , which I will never , ever forget , and that was the thing I liked the most out of that experience ."
3471075741,6/22/2023 16:47:14,6655883915,6/22/2023 16:46:35,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,The only edit is incorrect.,not_annotatable,incorrect,"The .30 Carbine is a smaller and lighter {.30=>. 30} caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand .",wiki_dev_615,"The .30 Carbine is a smaller and lighter .30 caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand .","The .30 Carbine is a smaller and lighter . 30 caliber ( 7.62 mm ) pistol round , very different , in both design and performance , from the .30 - '06 used in the Garand ."
3471075742,6/22/2023 20:26:04,6655924188,6/22/2023 20:21:29,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- A comma can be added after ""so"" depending on the style guide being followed.","So {=>,} she asked me to fill her position .",fce_test_29,So she asked me to fill her position .,"So , she asked me to fill her position ."
3471075743,6/22/2023 16:31:35,6655881010,6/22/2023 16:29:06,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-Here, an Oxford comma is added.
-This edit corrects the spelling of 'truly.'","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória {=>,} and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is {trully=>truly} retired .",wiki_test_28,"He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is trully retired .","He played for several clubs in Brazil , including ( in chronological order ) Coritiba , Santos , Vitória , and Grêmio , and after that , his destiny is uncertain , and it is unknown if he is truly retired ."
3471075744,6/23/2023 14:35:17,6656290356,6/23/2023 14:33:43,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit inserts a necessary article for the noun 'retrospective album' and also corrects the spelling.
-These two edits correct the album name so that it is enclosed in quotation marks, and it also adds a necessary verb, 'was.'
-This edit adds a needed preposition, 'in.'","{Retrospective abum=>A retrospective album} of early singles called {'=>""} 1234 {=>:} The Early Singles {'=>"" was} released {=>in} 2006 .",wiki_dev_49,Retrospective abum of early singles called ' 1234 The Early Singles ' released 2006 .,"A retrospective album of early singles called "" 1234 : The Early Singles "" was released in 2006 ."
3471075745,6/22/2023 20:16:07,6655922627,6/22/2023 20:15:29,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- ""building"" was de-capitalized to follow capitalization rules for common nouns in English.",The {Building=>building} 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,wiki_test_416,The Building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .,The building 's original cost of $ 200 million was increased to $ 350 million over the course of construction .
3471075746,6/23/2023 17:09:08,6656325244,6/23/2023 17:07:55,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- A comma was added to a list to adhere to certain grammar or style guide rules.
- ""into"" is not the correct preposition so it was changed to ""in.""","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .",fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives ."
3471075747,6/23/2023 16:28:21,6656314163,6/23/2023 16:26:51,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,- A comma was added after a noun phrase that provides more information about the daughter.,"They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) {=>,} and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .",wiki_test_893,"They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .","They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) , and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) ."
3471075748,6/22/2023 13:53:07,6655850964,6/22/2023 13:52:36,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-The original is overly wordy and clunky.,I hope my recommendations will help you {in the choice of=>choose} a building to visit .,fce_test_320,I hope my recommendations will help you in the choice of a building to visit .,I hope my recommendations will help you choose a building to visit .
3471075749,7/11/2023 08:33:08,6661978677,7/11/2023 08:31:46,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- ""That"" is more commonly used with ""time"" than ""when.""
- A comma is optional, but removing it makes the following clause more essential.","Another point is the time {when=>that} it started {,=>} exactly 45 minutes later .",fce_test_784,"Another point is the time when it started , exactly 45 minutes later .",Another point is the time that it started exactly 45 minutes later .
3471075750,6/22/2023 16:19:53,6655878959,6/22/2023 16:18:57,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-'Alongside' should be one word.,"In 2008 , she was their national ambassador and worked {along side=>alongside} construction companies to build 280 energy efficient homes in a week .",wiki_test_586,"In 2008 , she was their national ambassador and worked along side construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked alongside construction companies to build 280 energy efficient homes in a week ."
3471075751,6/23/2023 16:24:25,6656313207,6/23/2023 16:23:13,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,"- ""it"" was removed because unless ""it"" was preceded by ""in,"" it is ungrammatical.",When the show started the person who was acting {it=>} was not Danny Brook and he seemed not to be an actor .,fce_test_806,When the show started the person who was acting it was not Danny Brook and he seemed not to be an actor .,When the show started the person who was acting was not Danny Brook and he seemed not to be an actor .
3471075752,6/22/2023 16:35:37,6655881776,6/22/2023 16:34:23,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-Because 'the Orioles' is plural, this edit corrects 'its' to 'their' in order to ensure the noun and verb agree.","Since , the Orioles have played {its=>their} home games at Oriole Park at Camden Yards .",wiki_test_688,"Since , the Orioles have played its home games at Oriole Park at Camden Yards .","Since , the Orioles have played their home games at Oriole Park at Camden Yards ."
3471075753,6/22/2023 22:28:26,6655943357,6/22/2023 22:28:04,False,cf_internal,1.0,47004074,US,Illinois,Chicago,89.187.180.15,,,,"- ""With"" was added to make the sentence grammatical.","{His=>With his} appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .",wiki_dev_59,"His appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","With his appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester ."
3471075754,6/22/2023 18:38:00,6655902637,6/22/2023 18:36:27,False,cf_internal,1.0,47004074,US,Illinois,Chicago,154.47.25.194,,,,"- ""The"" was capitalized because the first word in a sentence is capitalized in English.",{the=>The} rules at home are very different .,fce_dev_29,the rules at home are very different .,The rules at home are very different .
3471075755,7/11/2023 09:00:14,6661986976,7/11/2023 08:59:23,False,cf_internal,1.0,46922503,IT,Veneto,Vicenza,93.70.93.159,,,,"- The quote was removed as there is no quotation. 
- The spelling mistake ""unfortunatley"" was corrected to ""unfortunately.""","{""=>} Since 2001 this petition has generated signatures from 400 scientists from around the world , which {unfortunatley=>unfortunately} only contains 73 biologists .",wiki_test_802,""" Since 2001 this petition has generated signatures from 400 scientists from around the world , which unfortunatley only contains 73 biologists .","Since 2001 this petition has generated signatures from 400 scientists from around the world , which unfortunately only contains 73 biologists ."
3471075756,6/22/2023 20:17:15,6655922837,6/22/2023 20:16:08,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,,,"- The addition of the article ""the"" is corrected here because something specific is being referred to.
- ""the more immature"" is a correction for a spelling error.","{Sexes=>The sexes} are similar , but {immatures=>the more immature} are paler and duller .",wiki_test_843,"Sexes are similar , but immatures are paler and duller .","The sexes are similar , but the more immature are paler and duller ."
3471075757,6/23/2023 13:01:06,6656269734,6/23/2023 12:56:16,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit replaces 'created' for 'made' for stylistic reasons.
-'A' is deleted here because it cannot coexist grammatically with 'one' in this context.
-This edit adds a comma because the following is a nonrestrictive clause.
-Because what follows is a quotation, there needs to be a comma here.
-Because this is the start of a quote, it is capitalized.
-This quote needs closing quotation marks to be grammatical.","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}",wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! """
3471075758,6/23/2023 16:23:12,6656312905,6/23/2023 16:22:49,False,cf_internal,1.0,47004074,US,Indiana,Bloomington,68.38.141.196,,,,- A comma was added after the introductory phrase.,"For $ 500 per week {=>,} he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .",wiki_dev_340,"For $ 500 per week he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week , he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background ."
3471075759,6/22/2023 16:37:36,6655882105,6/22/2023 16:35:38,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,-Because the only edit is incorrect.,not_annotatable,-incorrect: this edit deletes a period for no apparent reason.,"The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units {.=>}",wiki_test_940,"The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units .","The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units"
3471075760,6/22/2023 16:49:04,6655884267,6/22/2023 16:48:27,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,-A comma is needed here before the quotation.,"On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying {=>,} "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence .",wiki_test_885,"On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence .","On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying , "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence ."
3471075761,6/22/2023 16:06:51,6655876515,6/22/2023 16:04:26,False,cf_internal,1.0,46282460,US,Florida,Land O' Lakes,47.198.82.26,,,,"-This edit inserts 'be' because the restaurant will be in the state of being open for that duration.
-'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.",The restaurant should {=>be} open until the show {finish=>is finished} .,fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .
3471075762,6/22/2023 20:12:20,6655921878,6/22/2023 20:08:29,False,cf_internal,1.0,47004074,US,Indiana,Columbus,73.103.214.139,,it should be fourteen-member,not_annotatable,,"The melodies were arranged for the {fourteen=>fourteenth} member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .",wiki_dev_802,"The melodies were arranged for the fourteen member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .","The melodies were arranged for the fourteenth member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble ."
