_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,comments,describe_why_this_is_not_annotatable,not_annotatable,not_annotatable:confidence,please_explain_the_revisions_write_na_if_not_annotatable,aligned,id,original,revised
3471075746,finalized,1,6/23/2023 17:09:08,,,,1.0,"- A comma was added to a list to adhere to certain grammar or style guide rules.
- ""into"" is not the correct preposition so it was changed to ""in.""","I would like to stress that very often famous people become reserved , bad-tempered {=>,} and angry with the world for interfering {into=>in} their lives .",fce_test_314,"I would like to stress that very often famous people become reserved , bad-tempered and angry with the world for interfering into their lives .","I would like to stress that very often famous people become reserved , bad-tempered , and angry with the world for interfering in their lives ."
3471075747,finalized,1,6/23/2023 16:28:21,,,,1.0,- A comma was added after a noun phrase that provides more information about the daughter.,"They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) {=>,} and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .",wiki_test_893,"They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) .","They have a daughter , Harlow Winter Kate Richie Madden ( born January 11 , 2008 ) , and a son , Sparrow James Midnight Richie Madden ( born September 9 , 2009 ) ."
3471075748,finalized,1,6/22/2023 13:53:07,,,,1.0,-The original is overly wordy and clunky.,I hope my recommendations will help you {in the choice of=>choose} a building to visit .,fce_test_320,I hope my recommendations will help you in the choice of a building to visit .,I hope my recommendations will help you choose a building to visit .
3471075750,finalized,1,6/22/2023 16:19:53,,,,1.0,-'Alongside' should be one word.,"In 2008 , she was their national ambassador and worked {along side=>alongside} construction companies to build 280 energy efficient homes in a week .",wiki_test_586,"In 2008 , she was their national ambassador and worked along side construction companies to build 280 energy efficient homes in a week .","In 2008 , she was their national ambassador and worked alongside construction companies to build 280 energy efficient homes in a week ."
3471075751,finalized,1,6/23/2023 16:24:25,,,,1.0,"- ""it"" was removed because unless ""it"" was preceded by ""in,"" it is ungrammatical.",When the show started the person who was acting {it=>} was not Danny Brook and he seemed not to be an actor .,fce_test_806,When the show started the person who was acting it was not Danny Brook and he seemed not to be an actor .,When the show started the person who was acting was not Danny Brook and he seemed not to be an actor .
3471075752,finalized,1,6/22/2023 16:35:37,,,,1.0,"-Because 'the Orioles' is plural, this edit corrects 'its' to 'their' in order to ensure the noun and verb agree.","Since , the Orioles have played {its=>their} home games at Oriole Park at Camden Yards .",wiki_test_688,"Since , the Orioles have played its home games at Oriole Park at Camden Yards .","Since , the Orioles have played their home games at Oriole Park at Camden Yards ."
3471075753,finalized,1,6/22/2023 22:28:26,,,,1.0,"- ""With"" was added to make the sentence grammatical.","{His=>With his} appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .",wiki_dev_59,"His appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester .","With his appeal rejected , Cromwell 's veteran troops went on to defeat Scottish armies at the Dunbar and the Worcester ."
3471075754,finalized,1,6/22/2023 18:38:00,,,,1.0,"- ""The"" was capitalized because the first word in a sentence is capitalized in English.",{the=>The} rules at home are very different .,fce_dev_29,the rules at home are very different .,The rules at home are very different .
3471075756,finalized,1,6/22/2023 20:17:15,,,,1.0,"- The addition of the article ""the"" is corrected here because something specific is being referred to.
- ""the more immature"" is a correction for a spelling error.","{Sexes=>The sexes} are similar , but {immatures=>the more immature} are paler and duller .",wiki_test_843,"Sexes are similar , but immatures are paler and duller .","The sexes are similar , but the more immature are paler and duller ."
3471075757,finalized,1,6/23/2023 13:01:06,,,,1.0,"-This edit replaces 'created' for 'made' for stylistic reasons.
-'A' is deleted here because it cannot coexist grammatically with 'one' in this context.
-This edit adds a comma because the following is a nonrestrictive clause.
-Because what follows is a quotation, there needs to be a comma here.
-Because this is the start of a quote, it is capitalized.
-This quote needs closing quotation marks to be grammatical.","Goldsmith stood no chance of victory , but the declaration {made=>created} one {a=>} memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith {=>,} who clapped his hands slowly and {chanted=>chanted,} "" {out=>Out} , out , out ! {=>""}",wiki_dev_528,"Goldsmith stood no chance of victory , but the declaration made one a memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith who clapped his hands slowly and chanted "" out , out , out !","Goldsmith stood no chance of victory , but the declaration created one memorable moment - Mellor lost his seat to the Labour candidate and was taunted by Goldsmith , who clapped his hands slowly and chanted, "" Out , out , out ! """
3471075758,finalized,1,6/23/2023 16:23:12,,,,1.0,- A comma was added after the introductory phrase.,"For $ 500 per week {=>,} he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .",wiki_dev_340,"For $ 500 per week he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background .","For $ 500 per week , he would draw twenty-five sketches in fifteen minutes before live audiences , with a pit band playing a piece called "" Dream of the Rarebit Fiend "" in the background ."
3471075759,finalized,1,6/22/2023 16:37:36,,-Because the only edit is incorrect.,not_annotatable,1.0,-incorrect: this edit deletes a period for no apparent reason.,"The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units {.=>}",wiki_test_940,"The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units .","The oersted is defined as 1000 / 4π ( ≈ 79.5774715 ) ampere-turnss per meter of flux path , in terms of SI units"
3471075760,finalized,1,6/22/2023 16:49:04,,,,1.0,-A comma is needed here before the quotation.,"On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying {=>,} "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence .",wiki_test_885,"On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence .","On some copies of the DVD , as Baltz completes the line , a voice can be heard off-screen saying , "" Oh , no , no ... "" The ad-lib also compounded Madsen 's reluctance to film the scene to begin with , due to his real-life aversion to violence ."
3471075761,finalized,1,6/22/2023 16:06:51,,,,1.0,"-This edit inserts 'be' because the restaurant will be in the state of being open for that duration.
-'Finish' here needs to be corrected to either 'is finished' or 'finishes' to be grammatical.",The restaurant should {=>be} open until the show {finish=>is finished} .,fce_test_746,The restaurant should open until the show finish .,The restaurant should be open until the show is finished .
3471075762,finalized,1,6/22/2023 20:12:20,,it should be fourteen-member,not_annotatable,1.0,,"The melodies were arranged for the {fourteen=>fourteenth} member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .",wiki_dev_802,"The melodies were arranged for the fourteen member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .","The melodies were arranged for the fourteenth member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble ."
3471075763,finalized,1,6/23/2023 12:49:01,,,,1.0,"-'Tote boards' should be spelled as two words.
-'Tote board' should be spelled as two words.
-This verb construction fits the context better than the original.","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of {toteboards=>tote boards} ( the traditional {toteboard=>tote board} on the US version was manufactured in the 1970 's , and is no longer {=>being} manufactured ) .",wiki_test_822,"Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of toteboards ( the traditional toteboard on the US version was manufactured in the 1970 's , and is no longer manufactured ) .","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of tote boards ( the traditional tote board on the US version was manufactured in the 1970 's , and is no longer being manufactured ) ."
3471075764,finalized,1,6/23/2023 13:13:44,,,,1.0,"-This noun needs to be hyphenated. 
-'MEN' is put in quotation marks here because it is a publication; the period replaces the comma here because the two independent clauses are being joined without coordinating conjunction; alternatively, a semicolon could be used.
-This edit changes the word to reflect the American English  spelling.","An example of this {cross referencing=>cross-referencing} is that on the cover of {the MEN everyday , there=>""MEN"" every day . There} is a reference to a news feature or {programme=>program} on Channel M that evening .",wiki_dev_267,"An example of this cross referencing is that on the cover of the MEN everyday , there is a reference to a news feature or programme on Channel M that evening .","An example of this cross-referencing is that on the cover of ""MEN"" every day . There is a reference to a news feature or program on Channel M that evening ."
3471075765,finalized,1,6/22/2023 14:04:52,,,,1.0,-The capitalization is regularized.,"That season , his record was four wins and five losses with a 3.75 {Earned Run Average=>earned run average} and 79 strikeouts in 72 innings of work .",wiki_test_845,"That season , his record was four wins and five losses with a 3.75 Earned Run Average and 79 strikeouts in 72 innings of work .","That season , his record was four wins and five losses with a 3.75 earned run average and 79 strikeouts in 72 innings of work ."
3471075768,finalized,1,6/23/2023 16:14:41,,,,1.0,"- The comma was removed because this is not the conjunction of two independent clauses.
- Spelling correction.
- The movie title was put in quotes to adhere to some style guide rules.","The film is the last in the series {,=>} but was followed by an {unnoficial=>unofficial} sequel , called {Raptor ,=>""Raptor ,""} about dinosaurs attacking a small town .",wiki_test_891,"The film is the last in the series , but was followed by an unnoficial sequel , called Raptor , about dinosaurs attacking a small town .","The film is the last in the series but was followed by an unofficial sequel , called ""Raptor ,"" about dinosaurs attacking a small town ."
3471075769,finalized,1,6/22/2023 17:03:00,,,,1.0,"- ""favour"" was changed to ""favor"" because that is the American English first. 
- ""forst"" was a spelling error that was corrected with ""first.""","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in {favour=>favor} of the ideas {forst=>first} advanced by Karl Ernst von Baer .",wiki_dev_547,"His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favour of the ideas forst advanced by Karl Ernst von Baer .","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favor of the ideas first advanced by Karl Ernst von Baer ."
3471075770,finalized,1,6/23/2023 17:07:26,,,,1.0,"- The second ""l"" was removed to correct a spelling error.",We hope to see you at the party and have a {wonderfull=>wonderful} time together .,fce_dev_193,We hope to see you at the party and have a wonderfull time together .,We hope to see you at the party and have a wonderful time together .
3471075771,finalized,1,6/22/2023 16:16:24,,,,1.0,"-This edit corrects the noun so that it is plural.
-This edit corrects the noun so that it is plural.","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about {death=>deaths} of civilians at the {hand=>hands} of the opposition .",wiki_test_387,"As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about death of civilians at the hand of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about deaths of civilians at the hands of the opposition ."
3471075772,finalized,1,6/23/2023 17:30:50,,,,1.0,"- The first letter of the first word in the sentence was capitalized to adhere to English grammar rules. 
- Since there was no opening parenthesis, the closing one was removed.","{born=>Born} February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast {)=>} is a retired male weightlifter from the Ukraine .",wiki_dev_751,"born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast ) is a retired male weightlifter from the Ukraine .","Born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast is a retired male weightlifter from the Ukraine ."
3471075773,finalized,1,6/23/2023 17:53:51,,,,1.0,"- A comma was added before a relative clause. 
- ""post"" was changed to ""mail,"" which is the American English spelling.","I must sign off {=>,} as I want to catch the {post=>mail} .",fce_test_280,I must sign off as I want to catch the post .,"I must sign off , as I want to catch the mail ."
3471075775,finalized,1,6/23/2023 12:24:15,,,,1.0,"-'Stay' needs a preposition and cannot take a noun as a direct object because it is intransitive. 
-'Tent' either needs this article or to be made plural.","I usually stay {=>in} a tent during camping . Actually , I do n't like {=>the} tent so much .",fce_dev_836,"I usually stay a tent during camping . Actually , I do n't like tent so much .","I usually stay in a tent during camping . Actually , I do n't like the tent so much ."
3471075776,finalized,1,6/22/2023 16:33:37,,,,1.0,-This style edit reduces the complexity of the phrase.,"Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody {who wanted go=>} in .",fce_dev_86,"Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody who wanted go in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody in ."
3471075777,finalized,1,6/22/2023 19:55:09,,,,1.0,"- A comma was added to follow grammar rules for lists in English.
- ""sprung suspensions"" corrects ""spring"" because of ""stiffly,"" and ""suspensions"" was deleted because it was replaced.","With modern {=>,} overdamped , stiffly {spring=>sprung suspensions} , {suspensions=>} this is less likely to be effective .",wiki_test_558,"With modern overdamped , stiffly spring , suspensions this is less likely to be effective .","With modern , overdamped , stiffly sprung suspensions , this is less likely to be effective ."
3471075779,finalized,1,6/23/2023 14:33:42,,,,1.0,"-This edit sets off the nonrestrictive clause in commas and puts the film title in quotation marks.
-This edit corrects the gender agreement for the pronoun.","Emma Frost will appear in the upcoming 2009 film {X-Men=>, ""X-Men} Origins : Wolverine {=>,""} in which {he=>she} will be played by Tahyna Tozzi .",wiki_test_544,Emma Frost will appear in the upcoming 2009 film X-Men Origins : Wolverine in which he will be played by Tahyna Tozzi .,"Emma Frost will appear in the upcoming 2009 film , ""X-Men Origins : Wolverine ,"" in which she will be played by Tahyna Tozzi ."
3471075780,finalized,1,6/23/2023 16:57:43,,,,1.0,- A comma was added after the year in the date to adhere to grammar rules.,"The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 {=>,} to ultimately establish a private , Latter-day Saint university in Latin America .",wiki_test_122,"The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 to ultimately establish a private , Latter-day Saint university in Latin America .","The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 , to ultimately establish a private , Latter-day Saint university in Latin America ."
3471075782,finalized,1,6/22/2023 13:34:38,,,,1.0,-'Relevant' is moved to apply to the noun because this construction is more common and natural sounding in American English.,Two other early {=>relevant} writers {relevant=>} on dependency theory were François Perroux and Kurt Rothschild .,wiki_dev_458,Two other early writers relevant on dependency theory were François Perroux and Kurt Rothschild .,Two other early relevant writers on dependency theory were François Perroux and Kurt Rothschild .
3471075784,finalized,1,6/22/2023 14:05:28,,,,1.0,-'Jiu-Jitsu' is spelled with a hyphen.,"Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian {Jiu Jitsu=>Jiu-Jitsu} .",wiki_test_181,"Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian Jiu Jitsu .","Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian Jiu-Jitsu ."
3471075785,finalized,1,6/22/2023 16:16:40,,It's unclear if this is meaning changing,not_annotatable,1.0,I think this revision might be meaning changing,I wonder if I can {take=>bring} them as well .,fce_dev_772,I wonder if I can take them as well .,I wonder if I can bring them as well .
3471075786,finalized,1,6/22/2023 20:08:28,,,,1.0,- Commas were added to adhere to  grammar rules that a comma should be added before a conjunction and before relative clauses.,"Sometimes it is necessary and sometimes not {=>,} and overall {=>,} it is not always enjoyable .",fce_test_452,Sometimes it is necessary and sometimes not and overall it is not always enjoyable .,"Sometimes it is necessary and sometimes not , and overall , it is not always enjoyable ."
3471075788,finalized,1,6/22/2023 18:26:10,,,,1.0,"- ""With"" is the correct preposition when it precedes ""the.""",I 'm pleased to be able to help you {for=>with} the international student conference .,fce_dev_693,I 'm pleased to be able to help you for the international student conference .,I 'm pleased to be able to help you with the international student conference .
3471075790,finalized,1,6/22/2023 14:03:04,,,,1.0,"-'The audience' is a singular noun, which means the verb 'to have' should be conjugated to reflect the 3rd person singular, which would be 'has.'
-A comma is needed here because the two clauses are being joined with a coordinating conjunction.","Second thing , you should open the show on time because if the audience {have=>has} to wait , they will not feel happy {=>,} but I think you know that .",fce_dev_701,"Second thing , you should open the show on time because if the audience have to wait , they will not feel happy but I think you know that .","Second thing , you should open the show on time because if the audience has to wait , they will not feel happy , but I think you know that ."
3471075792,finalized,1,6/22/2023 16:41:13,,,,1.0,"- ""organisation"" was changed to ""organization"" which is the American English spelling.
- De-capitalizing ""Second"" is incorrect because ""Second Sino-Japanese War"" is a proper noun.
- Changing ""1937-38"" to ""1937-1938"" makes the text more readable and easier to understand.",The battalion 's original {organisation=>organization} and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the {Second=>second} Sino-Japanese War between {1937-38=>1937-1938} .,wiki_dev_239,The battalion 's original organisation and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the Second Sino-Japanese War between 1937-38 .,The battalion 's original organization and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the second Sino-Japanese War between 1937-1938 .
3471075793,finalized,1,6/22/2023 20:19:26,,,,1.0,"- The article ""a"" is needed because it is needed before the adjective ""boring.""","That was {=>a} bit boring , but it was part of my job .",fce_dev_734,"That was bit boring , but it was part of my job .","That was a bit boring , but it was part of my job ."
3471075794,finalized,1,6/23/2023 17:28:05,,,,1.0,"- Removing the article and making ""New Zealand"" plural makes the sentence more natural sounding.",{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,wiki_dev_86,The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .
3471075795,finalized,1,6/22/2023 22:29:26,,,,1.0,"- The spelling of ""suppost"" was corrected to ""supposed.""
- The format of ""19.30"" was corrected to ""19:30"" to match American English standards.","Then the show was {suppost=>supposed} to start at {19.30=>19 : 30} hours but it started at 20 : 15 , more than half an hour later .",fce_dev_347,"Then the show was suppost to start at 19.30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was supposed to start at 19 : 30 hours but it started at 20 : 15 , more than half an hour later ."
3471075796,finalized,1,6/22/2023 18:22:58,"Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.",,,1.0,"- ""Unfortunalety"" is changed to ""Unfortunately,"" which fixes a spelling error and adds the correct punctuation. 
- Changing ""feelings"" to ""opinions"" sounds more natural, but this could be meaning changing.","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .",fce_dev_500,Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad ."
3471075797,finalized,1,6/22/2023 20:45:30,,,,1.0,"- ""harbour"" was corrected to the American English spelling, ""harbor.""
- A hyphen was added to correct the spelling error.","Situated at 54 ° North , the {harbour=>harbor} is the {northwesternmost=>north-westernmost} port in North America to be linked to the continent 's railway network .",wiki_dev_877,"Situated at 54 ° North , the harbour is the northwesternmost port in North America to be linked to the continent 's railway network .","Situated at 54 ° North , the harbor is the north-westernmost port in North America to be linked to the continent 's railway network ."
3471075799,finalized,1,6/22/2023 19:42:05,,,,1.0,"- The spelling of ""organiser"" was changed to ""organizer,"" which is the American English spelling.
- The commas were removed to follow English punctuation rules.
- ""does"" was changed to ""do"" to match the number of ""people.""","The {organiser=>organizer} of the concert asked my school for about 15 people {,=>} who {does=>do} art {,=>} to help decorate the stage .",fce_test_753,"The organiser of the concert asked my school for about 15 people , who does art , to help decorate the stage .",The organizer of the concert asked my school for about 15 people who do art to help decorate the stage .
3471075800,finalized,1,6/22/2023 16:15:13,,,,1.0,"-This edit changes the spelling to the American English spelling.
-This edit changes the spelling to the American English spelling.
-This edit adds a needed comma because the two independent clauses are joined with a coordinating conjunction.","The {centre=>center} stands 15 {metres=>meters} above the {ground=>ground,} and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .",wiki_dev_469,The centre stands 15 metres above the ground and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .,"The center stands 15 meters above the ground, and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground ."
3471075801,finalized,1,6/22/2023 13:16:12,,,,1.0,"-'Centre' was rewritten as 'center' to use the American English spelling.
-The comma was replaced with a semicolon because the two joined clauses are  independent clauses and there is no coordinating conjunction.","The {centre=>center} basically provides training in the hospitality sector to women who might not have that opportunity {,=>;} plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .",wiki_dev_438,"The centre basically provides training in the hospitality sector to women who might not have that opportunity , plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .",The center basically provides training in the hospitality sector to women who might not have that opportunity ; plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .
3471075803,finalized,1,6/22/2023 20:21:27,,,,1.0,"- When contrasting in this form, ""of"" is needed.
- The comma was removed because the conjunction ""and"" is not being used to conjoin two independent clauses in this sentence.","The metric system of Old English poetry was different from that {=>of} modern English {,=>} and more related to the verse forms of most of the older Germanic languages .",wiki_test_653,"The metric system of Old English poetry was different from that modern English , and more related to the verse forms of most of the older Germanic languages .",The metric system of Old English poetry was different from that of modern English and more related to the verse forms of most of the older Germanic languages .
3471075804,finalized,1,6/23/2023 12:33:10,,,,1.0,"-This edit corrects the spelling of 'balloons.'
-This edit adds a necessary closing parenthesis.","Party {baloons=>balloons} also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use {=>)} .",wiki_dev_28,"Party baloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use .","Party balloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use ) ."
3471075805,finalized,1,6/22/2023 20:39:12,"""an"" -> ""a"" is incorrect",,,1.0,"- The closing quote in the name was corrected to be an apostrophe.
- The comma and period were put inside the quotations to follow certain style guide rules.","Israel {Kamakawiwoʻole=>Kamakawiwo'ole} 's album "" Facing {Future=>Future,} "" {,=>} released in 1993 , included {an=>a} ukulele medley of "" Over the Rainbow "" and "" What a Wonderful {World=>World.} "" {.=>}",wiki_dev_82,"Israel Kamakawiwoʻole 's album "" Facing Future "" , released in 1993 , included an ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World "" .","Israel Kamakawiwo'ole 's album "" Facing Future, "" released in 1993 , included a ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World. """
3471075806,finalized,1,6/22/2023 13:36:04,,,,1.0,"-A comma is inserted because what proceeds it is an introductory phrase.
-'This' is deleted because it makes the sentence structure needlessly complex.","In my opinion {=>,} there 's nothing special that I 'd like to change , maybe only {this ,=>} that I would n't have to change my boots .",fce_dev_271,"In my opinion there 's nothing special that I 'd like to change , maybe only this , that I would n't have to change my boots .","In my opinion , there 's nothing special that I 'd like to change , maybe only that I would n't have to change my boots ."
3471075809,finalized,1,6/22/2023 22:28:03,,,,1.0,"- ""any problems"" was added to match the sentence.
- ""to work"" was corrected to ""working"" because ""dislike"" requires a direct object.
- A comma was added before a conjunction to conjoin two independent clauses.
- Spelling of ""say"" was corrected to ""stay.""","In our class , we do n't have {problem=>any problems} with students who dislike {to work=>working} , because we are all there for the same reasons {=>,} and nobody wants to {say=>stay} there years and years .",fce_dev_447,"In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say there years and years .","In our class , we do n't have any problems with students who dislike working , because we are all there for the same reasons , and nobody wants to stay there years and years ."
3471075810,finalized,1,6/22/2023 13:53:29,,,,1.0,-'Disappeared' is the correct spelling of this word.,"He threw his lot in with Robert Curthose , who knighted him , and {dissapered=>disappeared} from history .",wiki_dev_570,"He threw his lot in with Robert Curthose , who knighted him , and dissapered from history .","He threw his lot in with Robert Curthose , who knighted him , and disappeared from history ."
3471075811,finalized,1,6/22/2023 16:40:43,,,,1.0,"-Here, there is a comma incorrectly joining two independent clauses. This solution replaces the comma with a period and fixes the resulting capitalization. Other solutions would include replacing the comma with a semicolon or  adding an 'and' between the comma and 'he.'","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak {, he=>. He} is lying , or his explanation is an educated hypothesis .",wiki_test_62,"It is unknown whether he truly believes and knows his research had direct involvement with the outbreak , he is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak . He is lying , or his explanation is an educated hypothesis ."
3471075815,finalized,1,6/23/2023 16:39:51,,,,1.0,- A spelling error was corrected.,I {realy=>really} got to know them after the concert .,fce_test_196,I realy got to know them after the concert .,I really got to know them after the concert .
3471075816,finalized,1,6/22/2023 18:43:40,,,,1.0,"- ""really"" is the correct spelling, and the sentence needed the article ""a"" to be grammatical.",It was {relly=>really a} pity because I expected to see artists from France and Italy .,fce_dev_11,It was relly pity because I expected to see artists from France and Italy .,It was really a pity because I expected to see artists from France and Italy .
3471075817,finalized,1,6/23/2023 16:48:10,,,,1.0,"- ""the"" was added because ""computer's advanced technology"" requires an article.
- A comma was added before a relative clause.
- ""with"" was removed because ""contact"" requires a noun phrase as a direct object and not a preposition.","Apart from this , {=>the} computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters {=>,} which was a slower way to contact {with=>} people .",fce_test_102,"Apart from this , computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters which was a slower way to contact with people .","Apart from this , the computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters , which was a slower way to contact people ."
3471075822,finalized,1,6/22/2023 13:50:32,,,,1.0,"-Here, the tense is changed to past tense to better reflect the fact that this is a completed action. 'Some' replaces 'someone' because it is a general sentiment being expressed here as opposed to a specific person's opinion. 'Math' is also moved to make the sentence structure less clunky. 
-'Maths' is changed to 'math' to reflect the American English spelling/pronunciation. 
-'Practical' and 'useful' are rewritten to be spelled correctly, and they are moved to better fit the sentence structure.
-Again, 'says' is changed to the past tense.
-A comma splice is removed.
-The grammatically incorrect 'you're chose,' which is never a correct construction in English, is corrected to 'you choose.'
-'Charges all,' which does not have the intended meaning in English here, is replaced with 'uses,' which does.
-The possessive '-'s' is not needed here.
-The comma is inserted here, though really another word, like 'such,' should be included as well. 
-The comma is replaced with a semicolon because two independent clauses are being joined without a coordinating conjunction.","{Someone says=>Some said math because} it is {maths=>practical and useful} , {pratical , usefull=>} but the majority {says=>said} it is boring {,=>} unless you {'re chose=>choose} a job which {charges all=>uses} your math {'s=>} knowledge {=>,} as accounting {,=>;} otherwise you can use a calculator or a computer .",fce_test_324,"Someone says it is maths , pratical , usefull but the majority says it is boring , unless you 're chose a job which charges all your math 's knowledge as accounting , otherwise you can use a calculator or a computer .","Some said math because it is practical and useful , but the majority said it is boring unless you choose a job which uses your math knowledge , as accounting ; otherwise you can use a calculator or a computer ."
3471075823,finalized,1,6/23/2023 12:41:04,,,,1.0,"-'Lake' should be capitalized here because it is part of a proper noun.
-'Lake' should be capitalized here because it is part of a proper noun.","The Houghton {lake=>Lake} Heights is a small residential community located on the southwestern shore of Houghton {lake=>Lake} , Michigan .",wiki_dev_704,"The Houghton lake Heights is a small residential community located on the southwestern shore of Houghton lake , Michigan .","The Houghton Lake Heights is a small residential community located on the southwestern shore of Houghton Lake , Michigan ."
3471075824,finalized,1,6/22/2023 16:46:34,,,,1.0,"-These first two edits change the word order so that it sounds more natural in American English.
-This next edit deletes 'it' and changes 'has' to 'have' so that the plural noun  'clothes' agrees with the verb.
-This edit sounds more natural in American English.
-This edit correctly conjugates the verb into the conditional, 'were.'
-'Casino' here requires an article.
-This parenthetical needs to be set off with commas.","{The=>Now the} clothes {now=>} that they will wear {it has=>have} to be smart , not {how=>as if} you {are=>were} going to {=>a} casino {=>,} for example {=>,} but nice casual , not with sports shoes or T-shirts .",fce_dev_702,"The clothes now that they will wear it has to be smart , not how you are going to casino for example but nice casual , not with sports shoes or T-shirts .","Now the clothes that they will wear have to be smart , not as if you were going to a casino , for example , but nice casual , not with sports shoes or T-shirts ."
