original,revised,aligned,id
The restaurant should open until the show finish .,The restaurant should be open until the show is finished .,The restaurant should {=>be} open until the show {finish=>is finished} .,fce_test_746
"The melodies were arranged for the fourteen member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .","The melodies were arranged for the fourteenth member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .","The melodies were arranged for the {fourteen=>fourteenth} member cast by long-time Bruton collaborator Tristan Cosino , who also coached and directed the ensemble .",wiki_dev_802
"Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of toteboards ( the traditional toteboard on the US version was manufactured in the 1970 's , and is no longer manufactured ) .","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of tote boards ( the traditional tote board on the US version was manufactured in the 1970 's , and is no longer being manufactured ) .","Some Contestants ' Row displays even have video screens ( as used on the UK 's "" Bruce 's Price is Right "" and the recent Australian version in 2003 ) to display bids instead of {toteboards=>tote boards} ( the traditional {toteboard=>tote board} on the US version was manufactured in the 1970 's , and is no longer {=>being} manufactured ) .",wiki_test_822
"An example of this cross referencing is that on the cover of the MEN everyday , there is a reference to a news feature or programme on Channel M that evening .","An example of this cross-referencing is that on the cover of ""MEN"" every day . There is a reference to a news feature or program on Channel M that evening .","An example of this {cross referencing=>cross-referencing} is that on the cover of {the MEN everyday , there=>""MEN"" every day . There} is a reference to a news feature or {programme=>program} on Channel M that evening .",wiki_dev_267
"That season , his record was four wins and five losses with a 3.75 Earned Run Average and 79 strikeouts in 72 innings of work .","That season , his record was four wins and five losses with a 3.75 earned run average and 79 strikeouts in 72 innings of work .","That season , his record was four wins and five losses with a 3.75 {Earned Run Average=>earned run average} and 79 strikeouts in 72 innings of work .",wiki_test_845
On top of this we intend to go to the theatre restaurant which was closed because of building activities .,"On top of this , we intended on going to the theater restaurant which was closed because of building activities .","On top of this {=>,} we {intend to go=>intended on going} to the {theatre=>theater} restaurant which was closed because of building activities .",fce_test_558
"Another example , the internet .",Another example is the internet .,"Another example {,=>is} the internet .",fce_dev_49
"The film is the last in the series , but was followed by an unnoficial sequel , called Raptor , about dinosaurs attacking a small town .","The film is the last in the series but was followed by an unofficial sequel , called ""Raptor ,"" about dinosaurs attacking a small town .","The film is the last in the series {,=>} but was followed by an {unnoficial=>unofficial} sequel , called {Raptor ,=>""Raptor ,""} about dinosaurs attacking a small town .",wiki_test_891
"His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favour of the ideas forst advanced by Karl Ernst von Baer .","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in favor of the ideas first advanced by Karl Ernst von Baer .","His concept of recapitulation has been refuted in the form he gave it ( now called "" strong recapitulation "" ) , in {favour=>favor} of the ideas {forst=>first} advanced by Karl Ernst von Baer .",wiki_dev_547
We hope to see you at the party and have a wonderfull time together .,We hope to see you at the party and have a wonderful time together .,We hope to see you at the party and have a {wonderfull=>wonderful} time together .,fce_dev_193
"As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about death of civilians at the hand of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about deaths of civilians at the hands of the opposition .","As allegations of jamming by Ethiopia continued , VOA was also accused of censoring news about {death=>deaths} of civilians at the {hand=>hands} of the opposition .",wiki_test_387
"born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast ) is a retired male weightlifter from the Ukraine .","Born February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast is a retired male weightlifter from the Ukraine .","{born=>Born} February 5 , 1975 in Magnitogorsk , Chelyabinsk Oblast {)=>} is a retired male weightlifter from the Ukraine .",wiki_dev_751
I must sign off as I want to catch the post .,"I must sign off , as I want to catch the mail .","I must sign off {=>,} as I want to catch the {post=>mail} .",fce_test_280
"Maybe children will not have to go to school , they just will stay in their rooms and study from computer , some kind of on-line education .","Maybe children will not have to go to school ; they will just stay in their rooms and study from a computer , some kind of on-line education .","Maybe children will not have to go to school {,=>;} they {=>will} just {will=>} stay in their rooms and study from {=>a} computer , some kind of on-line education .",fce_test_363
"I usually stay a tent during camping . Actually , I do n't like tent so much .","I usually stay in a tent during camping . Actually , I do n't like the tent so much .","I usually stay {=>in} a tent during camping . Actually , I do n't like {=>the} tent so much .",fce_dev_836
"Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody who wanted go in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody in .","Moreover , I have been thinking about changing the location because , as you probably already know , some concert halls were not big enough to let everybody {who wanted go=>} in .",fce_dev_86
"With modern overdamped , stiffly spring , suspensions this is less likely to be effective .","With modern , overdamped , stiffly sprung suspensions , this is less likely to be effective .","With modern {=>,} overdamped , stiffly {spring=>sprung suspensions} , {suspensions=>} this is less likely to be effective .",wiki_test_558
"One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( cause it appear in "" Freya mode "" ) , it does not appear on any "" Chobits "" soundtrack .","One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( because it appears in "" Freya Mode "" ) does not appear on any "" Chobits "" soundtrack .","One piece of music in the anime nicknamed "" Dark Chi 's Theme "" by fans ( {cause=>because} it {appear=>appears} in "" Freya {mode=>Mode} "" ) {, it=>} does not appear on any "" Chobits "" soundtrack .",wiki_dev_753
Emma Frost will appear in the upcoming 2009 film X-Men Origins : Wolverine in which he will be played by Tahyna Tozzi .,"Emma Frost will appear in the upcoming 2009 film , ""X-Men Origins : Wolverine ,"" in which she will be played by Tahyna Tozzi .","Emma Frost will appear in the upcoming 2009 film {X-Men=>, ""X-Men} Origins : Wolverine {=>,""} in which {he=>she} will be played by Tahyna Tozzi .",wiki_test_544
"The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 to ultimately establish a private , Latter-day Saint university in Latin America .","The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 , to ultimately establish a private , Latter-day Saint university in Latin America .","The Acorn to Oak ( Bellota A Roble ) project was started on March 24 , 2006 {=>,} to ultimately establish a private , Latter-day Saint university in Latin America .",wiki_test_122
If I found somenthing special to visit in three hours I call you .,If I find something special to visit in three hours . I will call you .,If I {found somenthing=>find something} special to visit in three hours {=>.} I {=>will} call you .,fce_test_86
Two other early writers relevant on dependency theory were François Perroux and Kurt Rothschild .,Two other early relevant writers on dependency theory were François Perroux and Kurt Rothschild .,Two other early {=>relevant} writers {relevant=>} on dependency theory were François Perroux and Kurt Rothschild .,wiki_dev_458
Ohio Valley College does not national fraternities and sororities .,Ohio Valley College does not have national fraternities and sororities .,Ohio Valley College does not {=>have} national fraternities and sororities .,wiki_dev_29
"Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian Jiu Jitsu .","Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian Jiu-Jitsu .","Peter K. Sell , commonly referred to as Drago ( born on August 5,1982 in West Islip , New York ) is an American mixed martial artist specializing in Brazilian {Jiu Jitsu=>Jiu-Jitsu} .",wiki_test_181
I wonder if I can take them as well .,I wonder if I can bring them as well .,I wonder if I can {take=>bring} them as well .,fce_dev_772
Sometimes it is necessary and sometimes not and overall it is not always enjoyable .,"Sometimes it is necessary and sometimes not , and overall , it is not always enjoyable .","Sometimes it is necessary and sometimes not {=>,} and overall {=>,} it is not always enjoyable .",fce_test_452
"Firstly , I would like to thank you for the programme that you provided .","First , I would like to thank you for the program that you provided .","{Firstly=>First} , I would like to thank you for the {programme=>program} that you provided .",fce_dev_507
I 'm pleased to be able to help you for the international student conference .,I 'm pleased to be able to help you with the international student conference .,I 'm pleased to be able to help you {for=>with} the international student conference .,fce_dev_693
"The United States Army , Air Force and Navy recognizes 17 campaign stars ( 3 silver and 2 bronze service stars ) on the Vietnam Service campaign streamer .","The United States Army , Air Force, and Navy recognize 17 campaign stars ( 3 silver and 2 bronze service stars ) on the Vietnam Service campaign streamer .","The United States Army , Air {Force=>Force,} and Navy {recognizes=>recognize} 17 campaign stars ( 3 silver and 2 bronze service stars ) on the Vietnam Service campaign streamer .",wiki_dev_579
"Second thing , you should open the show on time because if the audience have to wait , they will not feel happy but I think you know that .","Second thing , you should open the show on time because if the audience has to wait , they will not feel happy , but I think you know that .","Second thing , you should open the show on time because if the audience {have=>has} to wait , they will not feel happy {=>,} but I think you know that .",fce_dev_701
"In 1987 , when Dr Niven was in ailing health , Dr John Bear agreed to take the school on and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when Dr. Niven was in ailing health , Dr. John Bear agreed to take the school on , and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .","In 1987 , when {Dr=>Dr.} Niven was in ailing health , {Dr=>Dr.} John Bear agreed to take the school on {=>,} and became its President , moving the school to Hilo , Hawaii , where he continued in charge until 1992 .",wiki_test_100
The battalion 's original organisation and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the Second Sino-Japanese War between 1937-38 .,The battalion 's original organization and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the second Sino-Japanese War between 1937-1938 .,The battalion 's original {organisation=>organization} and tactics were based around Communist Chinese precepts Carlson had witnessed while he was an observer with the Communists during the {Second=>second} Sino-Japanese War between {1937-38=>1937-1938} .,wiki_dev_239
"That was bit boring , but it was part of my job .","That was a bit boring , but it was part of my job .","That was {=>a} bit boring , but it was part of my job .",fce_dev_734
The New Zealand 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,New Zealand's 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,{The=>} New {Zealand=>Zealand's} 20 cent coin is the second lowest denomination coin of the New Zealand dollar .,wiki_dev_86
"Then the show was suppost to start at 19.30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was supposed to start at 19 : 30 hours but it started at 20 : 15 , more than half an hour later .","Then the show was {suppost=>supposed} to start at {19.30=>19 : 30} hours but it started at 20 : 15 , more than half an hour later .",fce_dev_347
Unfortunalety my feelings are rather bad .,"Unfortunately , my opinions are rather bad .","{Unfortunalety=>Unfortunately ,} my {feelings=>opinions} are rather bad .",fce_dev_500
"Situated at 54 ° North , the harbour is the northwesternmost port in North America to be linked to the continent 's railway network .","Situated at 54 ° North , the harbor is the north-westernmost port in North America to be linked to the continent 's railway network .","Situated at 54 ° North , the {harbour=>harbor} is the {northwesternmost=>north-westernmost} port in North America to be linked to the continent 's railway network .",wiki_dev_877
What does it like in July over there ?,What is it like in July over there ?,What {does=>is} it like in July over there ?,fce_dev_649
"The organiser of the concert asked my school for about 15 people , who does art , to help decorate the stage .",The organizer of the concert asked my school for about 15 people who do art to help decorate the stage .,"The {organiser=>organizer} of the concert asked my school for about 15 people {,=>} who {does=>do} art {,=>} to help decorate the stage .",fce_test_753
The centre stands 15 metres above the ground and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .,"The center stands 15 meters above the ground, and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .","The {centre=>center} stands 15 {metres=>meters} above the {ground=>ground,} and its sole support comes from the structure around its two lift shafts - it is approximately the same height as the Pavilion directly opposite it on the other side of the ground .",wiki_dev_469
"The centre basically provides training in the hospitality sector to women who might not have that opportunity , plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .",The center basically provides training in the hospitality sector to women who might not have that opportunity ; plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .,"The {centre=>center} basically provides training in the hospitality sector to women who might not have that opportunity {,=>;} plus her end-of-the-day product is graciously given to a local YWCA women 's shelter or Out of the Cold Program .",wiki_dev_438
"I felt in love with a beautiful girl "" Calen "" , she is from Spain and was selling "" hot dogs "" .",I fell in love with a beautiful girl named Calen . She was from Spain and was selling hot dogs .,"I {felt=>fell} in love with a beautiful girl {""=>named} Calen {"" , she is=>. She was} from Spain and was selling {""=>} hot dogs {""=>} .",fce_dev_857
"The metric system of Old English poetry was different from that modern English , and more related to the verse forms of most of the older Germanic languages .",The metric system of Old English poetry was different from that of modern English and more related to the verse forms of most of the older Germanic languages .,"The metric system of Old English poetry was different from that {=>of} modern English {,=>} and more related to the verse forms of most of the older Germanic languages .",wiki_test_653
"Party baloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use .","Party balloons also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use ) .","Party {baloons=>balloons} also work wonders ( again , subject to any restrictions you may be under as to what you are allowed to use {=>)} .",wiki_dev_28
"Israel Kamakawiwoʻole 's album "" Facing Future "" , released in 1993 , included an ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World "" .","Israel Kamakawiwo'ole 's album "" Facing Future, "" released in 1993 , included a ukulele medley of "" Over the Rainbow "" and "" What a Wonderful World. ""","Israel {Kamakawiwoʻole=>Kamakawiwo'ole} 's album "" Facing {Future=>Future,} "" {,=>} released in 1993 , included {an=>a} ukulele medley of "" Over the Rainbow "" and "" What a Wonderful {World=>World.} "" {.=>}",wiki_dev_82
"In my opinion there 's nothing special that I 'd like to change , maybe only this , that I would n't have to change my boots .","In my opinion , there 's nothing special that I 'd like to change , maybe only that I would n't have to change my boots .","In my opinion {=>,} there 's nothing special that I 'd like to change , maybe only {this ,=>} that I would n't have to change my boots .",fce_dev_271
"A single mother and grandmother of two , she ' s now a full time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a full-time writer who lives in Ahmedabad .","A single mother and grandmother of two , she ' s now a {full time=>full-time} writer who lives in Ahmedabad .",wiki_dev_408
"However , something wrong came up again .","However , something else happened .","However , something {wrong came up again=>else happened} .",fce_dev_620
"In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say there years and years .","In our class , we do n't have any problems with students who dislike working , because we are all there for the same reasons , and nobody wants to stay there years and years .","In our class , we do n't have {problem=>any problems} with students who dislike {to work=>working} , because we are all there for the same reasons {=>,} and nobody wants to {say=>stay} there years and years .",fce_dev_447
"He threw his lot in with Robert Curthose , who knighted him , and dissapered from history .","He threw his lot in with Robert Curthose , who knighted him , and disappeared from history .","He threw his lot in with Robert Curthose , who knighted him , and {dissapered=>disappeared} from history .",wiki_dev_570
"It is unknown whether he truly believes and knows his research had direct involvement with the outbreak , he is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak . He is lying , or his explanation is an educated hypothesis .","It is unknown whether he truly believes and knows his research had direct involvement with the outbreak {, he=>. He} is lying , or his explanation is an educated hypothesis .",wiki_test_62
"It aslo features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .","It also features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .","It {aslo=>also} features a prominent Deaf Ministry , one of the pioneering Deaf Ministries of Australia .",wiki_test_549
I realised that it was different actor playing instead of Danny brook .,I realized that it was a different actor playing instead .,I {realised=>realized} that it was {=>a} different actor playing instead {of Danny brook=>} .,fce_test_401
"On the other hand , people will still be living in a building which is constructed for a "" family "" .","On the other hand , people will still be living in a building constructed for a "" family . ""","On the other hand , people will still be living in a building {which is=>} constructed for a "" family {=>.} "" {.=>}",fce_dev_158
I realy got to know them after the concert .,I really got to know them after the concert .,I {realy=>really} got to know them after the concert .,fce_test_196
It was relly pity because I expected to see artists from France and Italy .,It was really a pity because I expected to see artists from France and Italy .,It was {relly=>really a} pity because I expected to see artists from France and Italy .,fce_dev_11
"Apart from this , computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters which was a slower way to contact with people .","Apart from this , the computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters , which was a slower way to contact people .","Apart from this , {=>the} computer 's advanced technology allows me to contact anyone at the moment that I want to , while five years ago when I did not have a computer , I had to write letters {=>,} which was a slower way to contact {with=>} people .",fce_test_102
My wife an I spent a couple of days in London two weeks ago .,My wife and I spent a couple of days in London two weeks ago .,My wife {an=>and} I spent a couple of days in London two weeks ago .,fce_dev_624
"Thank you very much for many interesting positions in this schedule , especially the river trip to Greenwich , which , we are shure , will be very exciting .","Thank you very much for the many interesting activities in this schedule , especially the river trip to Greenwich , which , we are sure , will be very exciting .","Thank you very much for {=>the} many interesting {positions=>activities} in this schedule , especially the river trip to Greenwich , which , we are {shure=>sure} , will be very exciting .",fce_test_594
"When you are tired after looking around you might want to buy drinks or something to eat , or if you are fed up with historical thing , you migh as well just pop into the modern gallery to see things which are more modern .","When you are tired after looking around , you might want to buy drinks or something to eat , or if you are fed up with historical things , you might as well just pop into the modern gallery to see things that are more modern .","When you are tired after looking around {=>,} you might want to buy drinks or something to eat , or if you are fed up with historical {thing=>things} , you {migh=>might} as well just pop into the modern gallery to see things {which=>that} are more modern .",fce_dev_400
"Two predictor circuits may overlap , with tuned circuits used for one predictor to jump over the over .",Two predictor circuits may overlap with tuned circuits used for one predictor to jump over the other .,"Two predictor circuits may overlap {,=>} with tuned circuits used for one predictor to jump over the {over=>other} .",wiki_test_662
"Someone says it is maths , pratical , usefull but the majority says it is boring , unless you 're chose a job which charges all your math 's knowledge as accounting , otherwise you can use a calculator or a computer .","Some said math because it is practical and useful , but the majority said it is boring unless you choose a job which uses your math knowledge , as accounting ; otherwise you can use a calculator or a computer .","{Someone says=>Some said math because} it is {maths=>practical and useful} , {pratical , usefull=>} but the majority {says=>said} it is boring {,=>} unless you {'re chose=>choose} a job which {charges all=>uses} your math {'s=>} knowledge {=>,} as accounting {,=>;} otherwise you can use a calculator or a computer .",fce_test_324
"The Houghton lake Heights is a small residential community located on the southwestern shore of Houghton lake , Michigan .","The Houghton Lake Heights is a small residential community located on the southwestern shore of Houghton Lake , Michigan .","The Houghton {lake=>Lake} Heights is a small residential community located on the southwestern shore of Houghton {lake=>Lake} , Michigan .",wiki_dev_704
"The clothes now that they will wear it has to be smart , not how you are going to casino for example but nice casual , not with sports shoes or T-shirts .","Now the clothes that they will wear have to be smart , not as if you were going to a casino , for example , but nice casual , not with sports shoes or T-shirts .","{The=>Now the} clothes {now=>} that they will wear {it has=>have} to be smart , not {how=>as if} you {are=>were} going to {=>a} casino {=>,} for example {=>,} but nice casual , not with sports shoes or T-shirts .",fce_dev_702
I am writing this letter to complane about the Circle Theatre .,I am writing this letter to complain about the Circle Theater .,I am writing this letter to {complane=>complain} about the Circle {Theatre=>Theater} .,fce_dev_544
It was a kind of map that showed the place for a lot of money which robbers hid .,It was a kind of map that showed the place for a lot of money which robbers had hid .,It was a kind of map that showed the place for a lot of money which robbers {=>had} hid .,fce_test_104
"He beat the previous record by a large margine , approximately 30 minutes .","He beat the previous record by a large margin , approximately 30 minutes .","He beat the previous record by a large {margine=>margin} , approximately 30 minutes .",wiki_dev_156
"This event was not what I call : "" a perfect evening out "" , as your advertisement promised .","This event was not what I call "" a perfect evening out , "" as your advertisement promised .","This event was not what I call {:=>} "" a perfect evening out {=>,} "" {,=>} as your advertisement promised .",fce_test_566
"West of the city rises the Cerro de las Mitras , so called because the profile what looks like several bishop 's mitres can be seen along its edge .","To the west of the city rises the Cerro de las Mitras , so called because the profile that looks like several bishop 's mitres can be seen along its edge .","{West=>To the west} of the city rises the Cerro de las Mitras , so called because the profile {what=>that} looks like several bishop 's mitres can be seen along its edge .",wiki_dev_632
AT seven o'clock on the dot we went there for starting queueing .,"At seven o'clock on the dot , we went there to start queueing .","{AT=>At} seven o'clock on the dot {=>,} we went there {for starting=>to start} queueing .",fce_dev_440
I would like to ask you what type of clothes should I bring ?,I would like to ask you what type of clothes I should bring .,I would like to ask you what type of clothes {=>I} should {I=>} bring {?=>.},fce_test_158
"From the begining of the century to now , modern technology has changed and has made our daily life easier .","From the beginning of the century to now , modern technology has changed and made our daily lives easier .","From the {begining=>beginning} of the century to now , modern technology has changed and {has=>} made our daily {life=>lives} easier .",fce_test_289
It would be meaningful in my life to take part in your camp .,It would be meaningful for me to take part in your camp .,It would be meaningful {in my life=>for me} to take part in your camp .,fce_test_772
That fact should be respected by the journalists .,That fact should be respected by journalists .,That fact should be respected by {the=>} journalists .,fce_dev_621
I was excited that I had a closer look at so many famous pop stars .,I was excited to get a closer look at so many famous pop stars .,I was excited {that I had=>to get} a closer look at so many famous pop stars .,fce_test_348
"There is no objective "" per se "" .","There is no objective "" per se .""","There is no objective "" per se {"" .=>.""}",wiki_test_325
The nearest local airport and main line train station are located at Wick and Thurso .,The nearest local airport and mainline train station are located at Wick and Thurso .,The nearest local airport and {main line=>mainline} train station are located at Wick and Thurso .,wiki_test_29
"I have a baby and three dogs , so it should be better in log cabins .","I have a baby and three dogs , so log cabins would be better .","I have a baby and three dogs , so {it should=>log cabins would} be better {in log cabins=>} .",fce_dev_433
"The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailor , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum trailer , and a car theft ring .","The plot involves two men who shoot each other at a laundromat , a runaway teenage girl , an abandoned hogan , an aluminum {trailor=>trailer} , and a car theft ring .",wiki_dev_557
It is to be operated by the Toronto Transit Commission .,It is operated by the Toronto Transit Commission .,It is {to be=>} operated by the Toronto Transit Commission .,wiki_dev_821
"Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild , wet winters and hot , dry summers .","Adelaide has a hot Mediterranean climate ( Köppen climate classification "" Csa "" ) , which generally means mild {=>,} wet winters and hot , dry summers .",wiki_dev_165
The two return to find the Dark Mark over Hogwarts and Death Eaters attacking students and teachers .,"The two return to find the Dark Mark over Hogwarts , and Death Eaters attacking students and teachers .","The two return to find the Dark Mark over Hogwarts {=>,} and Death Eaters attacking students and teachers .",wiki_test_841
"More specialized scientific journals such as the aforementioned chemistry journals , "" Astrophysical Journal "" , and "" Physical Review "" A / B / C / D / E / ... use peer review primarily to filter out obvious mistakes and incompetence , as well as ( borderline ) plagiarism , overly derivative work , and straightforward applications of known methods .","More specialized scientific journals such as the aforementioned chemistry journals , "" Astrophysical Journal , "" and "" Physical Review , "" use peer review primarily to filter out obvious mistakes and incompetence , as well as ( borderline ) plagiarism , overly derivative work , and straightforward applications of known methods .","More specialized scientific journals such as the aforementioned chemistry journals , "" Astrophysical Journal {=>,} "" {,=>} and "" Physical Review {=>,} "" {A / B / C / D / E / ...=>} use peer review primarily to filter out obvious mistakes and incompetence , as well as ( borderline ) plagiarism , overly derivative work , and straightforward applications of known methods .",wiki_test_59
"Similar standards exist for automotive ( ISO 26262 ) , Medical ( IEC 62304 ) and nuclear ( IEC 61513 ) .","Similar standards exist for automotive ( ISO 26262 ) , medical ( IEC 62304 ) , and nuclear ( IEC 61513 ) industries .","Similar standards exist for automotive ( ISO 26262 ) , {Medical=>medical} ( IEC 62304 ) {=>,} and nuclear ( IEC 61513 ) {=>industries} .",wiki_test_196
"50 years ago , Korean mothers should have made a fire by burning woods to warm a room up and make food .","50 years ago , Korean mothers had to make a fire by burning wood to warm up a room and cook .","50 years ago , Korean mothers {should have made=>had to make} a fire by burning {woods=>wood} to warm {=>up} a room {up=>} and {make food=>cook} .",fce_test_466
The Barbican Centre built in 1975 . Apart from Banks and important offices .,The Barbican Centre was built in 1975 . Apart from Banks and important offices .,The Barbican Centre {=>was} built in 1975 . Apart from Banks and important offices .,fce_test_551
"To be honest , next great invention of people , computer , ca n't work , if you have n't got the phone .","To be honest , the next great invention , the computer , would n't work if we did n't already have the phone .","To be honest , {=>the} next great invention {of people=>} , {=>the} computer , {ca=>would} n't work {,=>} if {you=>we did n't already} have {n't got=>} the phone .",fce_test_82
The party it will be nice .,The party will be nice .,The party {it=>} will be nice .,fce_test_248
"In my opinion a guided tour is essential , because Bourne Castle is a historical place with galleries full of unique works of art and you will need a guide to explain everything thoroughly and answer all the questions .","In my opinion , a guided tour is essential because Bourne Castle is a historical place with galleries full of unique works of art , and you will need a guide to explain everything thoroughly and answer all the questions .","In my opinion {=>,} a guided tour is essential {,=>} because Bourne Castle is a historical place with galleries full of unique works of art {=>,} and you will need a guide to explain everything thoroughly and answer all the questions .",fce_dev_328
"After two seasons as a minor league coach , Foster became bullpen coach for the Florida Marlins from - , moving briefly into the pitching coach job toward the end of the 2007 season .","After two seasons as a minor league coach , Foster became bullpen coach for the Florida Marlins from 2007 - 2009 , moving briefly into the pitching coach job toward the end of the 2007 season .","After two seasons as a minor league coach , Foster became bullpen coach for the Florida Marlins from {=>2007} - {=>2009} , moving briefly into the pitching coach job toward the end of the 2007 season .",wiki_test_267
They are envious and jealous of your compnion .,They are envious and jealous of your companion .,They are envious and jealous of your {compnion=>companion} .,wiki_dev_473
"Originally built with three operational units having a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required which is testament to the robust design standards rigorously upheld by the CEGB .","Originally built with three operational units with a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required , which is testament to the robust design standards rigorously upheld by the CEGB .","Originally built with three operational units {having=>with} a design rating of 660MW MCR ( Maximum Continuous Rating ) , this was increased to 685MW during commissioning with practically no additional engineering works required {=>,} which is testament to the robust design standards rigorously upheld by the CEGB .",wiki_dev_913
"The music video was released on November 12 , 2009 and the song was made available for download in the iTunes Store on December 1 , 2009 .","The music video was released on November 12 , 2009 , and the song was made available for download in the iTunes Store on December 1 , 2009 .","The music video was released on November 12 , 2009 {=>,} and the song was made available for download in the iTunes Store on December 1 , 2009 .",wiki_dev_742
"After nearly ten years of production , the founder Dean B. Zelinsky decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder , Dean B. Zelinsky , decided that he no longer wanted to manufacture guitars and sold the company .","After nearly ten years of production , the founder {=>,} Dean B. Zelinsky {=>,} decided that he no longer wanted to manufacture guitars and sold the company .",wiki_dev_586
"For the handicapped , going shopping is not easy and it can be very bothering unless shops have facilities for them .","For the handicapped , going shopping is not easy and it can be very bothersome unless shops have facilities for them .","For the handicapped , going shopping is not easy and it can be very {bothering=>bothersome} unless shops have facilities for them .",fce_dev_360
"Through out his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .","Throughout his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .","{Through out=>Throughout} his rule , he remained silent and preferred to communicate with his council of ministers in sign language and written communication .",wiki_test_500
"The interior 's focal point is a 18 ' or 5.5m rose window with flowing tracery , designed by Hugh Easton ( 1906-65 ) , and situated at the east-end above the high altar .","The interior 's focal point is an 18 ' or 5.5m rose window with flowing tracery , designed by Hugh Easton ( 1906-65 ) and situated at the east end above the high altar .","The interior 's focal point is {a=>an} 18 ' or 5.5m rose window with flowing tracery , designed by Hugh Easton ( 1906-65 ) {,=>} and situated at the {east-end=>east end} above the high altar .",wiki_dev_809
"Ray Stantz owns an science / occult book shop in Manhattan , and along with Winston Zeddmore they put on special appearances at children 's birthday parties .","Ray Stantz owns a science / occult book shop in Manhattan , and, along with Winston Zeddmore, they put on special appearances at children 's birthday parties .","Ray Stantz owns {an=>a} science / occult book shop in Manhattan , {and=>and,} along with Winston {Zeddmore=>Zeddmore,} they put on special appearances at children 's birthday parties .",wiki_test_769
