id,errant_original_string,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
wiki_dev_616,/,and,R:OTHER,10,"Although the data cover persecutions of all religion , but recently persecution of Ahmadis are significant and hard , followed by persecution of Christians and persecution of other Islam sects by who claim ' genuine / pure / fundamentalist Moslems ' .","Although the data cover persecutions of all religions , recently persecution of Ahmadis is significant and hard , followed by persecution of Christians and other Islamic sects who claim to be "" genuine , pure , and fundamentalist Moslems .""","Although the data cover persecutions of all {religion=>religions} , {but=>} recently persecution of Ahmadis {are=>is} significant and hard , followed by persecution of Christians and {persecution of=>} other {Islam=>Islamic} sects {by=>} who claim {'=>to be ""} genuine {/=>,} pure {/=>, and} fundamentalist Moslems {' .=>.""}"
wiki_dev_616,' .,".""",R:PUNCT,10,"Although the data cover persecutions of all religion , but recently persecution of Ahmadis are significant and hard , followed by persecution of Christians and persecution of other Islam sects by who claim ' genuine / pure / fundamentalist Moslems ' .","Although the data cover persecutions of all religions , recently persecution of Ahmadis is significant and hard , followed by persecution of Christians and other Islamic sects who claim to be "" genuine , pure , and fundamentalist Moslems .""","Although the data cover persecutions of all {religion=>religions} , {but=>} recently persecution of Ahmadis {are=>is} significant and hard , followed by persecution of Christians and {persecution of=>} other {Islam=>Islamic} sects {by=>} who claim {'=>to be ""} genuine {/=>,} pure {/=>, and} fundamentalist Moslems {' .=>.""}"
wiki_dev_52,mentionable,mentioning,R:MORPH,5,"Also , it is worth mentionable that the hundreds of castes who did so menial and dirty labor that they were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( modern India , being known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth mentioning that the hundreds of castes who did menial and dirty labor were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( in modern India , known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth {mentionable=>mentioning} that the hundreds of castes who did {so=>} menial and dirty labor {that they=>} were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( {=>in} modern India , {being=>} known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) ."
wiki_dev_52,so,,U:ADV,5,"Also , it is worth mentionable that the hundreds of castes who did so menial and dirty labor that they were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( modern India , being known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth mentioning that the hundreds of castes who did menial and dirty labor were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( in modern India , known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth {mentionable=>mentioning} that the hundreds of castes who did {so=>} menial and dirty labor {that they=>} were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( {=>in} modern India , {being=>} known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) ."
wiki_dev_52,that they,,U:OTHER,5,"Also , it is worth mentionable that the hundreds of castes who did so menial and dirty labor that they were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( modern India , being known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth mentioning that the hundreds of castes who did menial and dirty labor were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( in modern India , known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth {mentionable=>mentioning} that the hundreds of castes who did {so=>} menial and dirty labor {that they=>} were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( {=>in} modern India , {being=>} known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) ."
wiki_dev_52,,in,M:PREP,5,"Also , it is worth mentionable that the hundreds of castes who did so menial and dirty labor that they were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( modern India , being known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth mentioning that the hundreds of castes who did menial and dirty labor were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( in modern India , known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth {mentionable=>mentioning} that the hundreds of castes who did {so=>} menial and dirty labor {that they=>} were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( {=>in} modern India , {being=>} known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) ."
wiki_dev_52,being,,U:VERB:TENSE,5,"Also , it is worth mentionable that the hundreds of castes who did so menial and dirty labor that they were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( modern India , being known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth mentioning that the hundreds of castes who did menial and dirty labor were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( in modern India , known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) .","Also , it is worth {mentionable=>mentioning} that the hundreds of castes who did {so=>} menial and dirty labor {that they=>} were kept out of the four-varna system , thus becoming the so-called "" untouchables "" ( {=>in} modern India , {being=>} known as "" Dalits "" , lit. , the oppressed , and in the Indian Constitution as the "" Scheduled Castes "" or SCs ) ."
wiki_dev_810,war,War,R:ORTH,1,The Russo-Japanese war was very important because it was the first time that an Asian country had defeated an imperialistic power .,The Russo-Japanese War was very important because it was the first time that an Asian country had defeated an imperialistic power .,The Russo-Japanese {war=>War} was very important because it was the first time that an Asian country had defeated an imperialistic power .
fce_dev_684,. At that time,,U:OTHER,2,"I remember when I was in secondary school . At that time , my friends and I was so daring and full of energy .","I remember when I was in secondary school , my friends and I were so daring and full of energy .","I remember when I was in secondary school {. At that time=>} , my friends and I {was=>were} so daring and full of energy ."
fce_dev_684,was,were,R:VERB:SVA,2,"I remember when I was in secondary school . At that time , my friends and I was so daring and full of energy .","I remember when I was in secondary school , my friends and I were so daring and full of energy .","I remember when I was in secondary school {. At that time=>} , my friends and I {was=>were} so daring and full of energy ."
fce_dev_175,trolley,cart,R:NOUN,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,it 's,its,R:OTHER,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,want 's,wants,R:VERB,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,,'s,M:NOUN:POSS,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,a,,U:DET,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,. Especially,", especially",R:PUNCT,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,that,since,R:PREP,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,a,,U:DET,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,and,department stores,R:OTHER,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
fce_dev_175,department stores,,U:NOUN,9,"First of all , I do n't like and do n't enjoy spending endless hours pushing my trolley ( which , by the way , has it 's own idea of where it want 's to go ) between other desperate people baskets , just to find that perfect tin of beans or a toothpaste . Especially that it is so hard to find anything in a modern , huge and stuffed with lots of merchandise department stores .","First of all , I do n't like and do n't enjoy spending endless hours pushing my cart ( which , by the way , has its own idea of where it wants to go ) between other desperate people 's baskets , just to find that perfect tin of beans or toothpaste , especially since it is so hard to find anything in modern , huge department stores stuffed with lots of merchandise .","First of all , I do n't like and do n't enjoy spending endless hours pushing my {trolley=>cart} ( which , by the way , has {it 's=>its} own idea of where it {want 's=>wants} to go ) between other desperate people {=>'s} baskets , just to find that perfect tin of beans or {a=>} toothpaste {. Especially that=>, especially since} it is so hard to find anything in {a=>} modern , huge {and=>department stores} stuffed with lots of merchandise {department stores=>} ."
wiki_dev_509,rebells,rebels,R:SPELL,2,"Charles ' troops , however , defeated the rebells and occupied their castles in the counties of Bihar , Szolnok , Borsod and Kolozs .","Charles ' troops , however , defeated the rebels and occupied their castles in the counties of Bihar , Szolnok , Borsod , and Kolozs .","Charles ' troops , however , defeated the {rebells=>rebels} and occupied their castles in the counties of Bihar , Szolnok , Borsod {=>,} and Kolozs ."
wiki_dev_509,,",",M:PUNCT,2,"Charles ' troops , however , defeated the rebells and occupied their castles in the counties of Bihar , Szolnok , Borsod and Kolozs .","Charles ' troops , however , defeated the rebels and occupied their castles in the counties of Bihar , Szolnok , Borsod , and Kolozs .","Charles ' troops , however , defeated the {rebells=>rebels} and occupied their castles in the counties of Bihar , Szolnok , Borsod {=>,} and Kolozs ."
wiki_dev_41,his then,then his,R:WO,4,"Mr. Miller , his then music teacher , saw his music sheet upside down on the stand , and knowing that David could n't read music too well , walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , then his music teacher , saw his music sheet upside down on the stand . Knowing that David could n't read music too well , he walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , {=>then} his {then=>} music teacher , saw his music sheet upside down on the stand {, and knowing=>. Knowing} that David could n't read music too well , {=>he} walked over and tapped him on his head with the maestro stick and called him "" Fathead "" ."
wiki_dev_41,",",.,R:PUNCT,4,"Mr. Miller , his then music teacher , saw his music sheet upside down on the stand , and knowing that David could n't read music too well , walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , then his music teacher , saw his music sheet upside down on the stand . Knowing that David could n't read music too well , he walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , {=>then} his {then=>} music teacher , saw his music sheet upside down on the stand {, and knowing=>. Knowing} that David could n't read music too well , {=>he} walked over and tapped him on his head with the maestro stick and called him "" Fathead "" ."
wiki_dev_41,and knowing,Knowing,U:CONJ,4,"Mr. Miller , his then music teacher , saw his music sheet upside down on the stand , and knowing that David could n't read music too well , walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , then his music teacher , saw his music sheet upside down on the stand . Knowing that David could n't read music too well , he walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , {=>then} his {then=>} music teacher , saw his music sheet upside down on the stand {, and knowing=>. Knowing} that David could n't read music too well , {=>he} walked over and tapped him on his head with the maestro stick and called him "" Fathead "" ."
wiki_dev_41,,he,M:PRON,4,"Mr. Miller , his then music teacher , saw his music sheet upside down on the stand , and knowing that David could n't read music too well , walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , then his music teacher , saw his music sheet upside down on the stand . Knowing that David could n't read music too well , he walked over and tapped him on his head with the maestro stick and called him "" Fathead "" .","Mr. Miller , {=>then} his {then=>} music teacher , saw his music sheet upside down on the stand {, and knowing=>. Knowing} that David could n't read music too well , {=>he} walked over and tapped him on his head with the maestro stick and called him "" Fathead "" ."
wiki_test_945,,",",M:PUNCT,3,In 1925 the Montauk Branch between Jamaica and Babylon was electrified providing more efficient and faster service to Babylon thus furthur hurting ridership on the line .,"In 1925 , the Montauk Branch between Jamaica and Babylon was electrified , providing more efficient and faster service to Babylon , further hurting ridership on the line .","In 1925 {=>,} the Montauk Branch between Jamaica and Babylon was electrified {=>,} providing more efficient and faster service to Babylon {thus furthur=>, further} hurting ridership on the line ."
wiki_test_945,,",",M:PUNCT,3,In 1925 the Montauk Branch between Jamaica and Babylon was electrified providing more efficient and faster service to Babylon thus furthur hurting ridership on the line .,"In 1925 , the Montauk Branch between Jamaica and Babylon was electrified , providing more efficient and faster service to Babylon , further hurting ridership on the line .","In 1925 {=>,} the Montauk Branch between Jamaica and Babylon was electrified {=>,} providing more efficient and faster service to Babylon {thus furthur=>, further} hurting ridership on the line ."
wiki_test_945,thus,",",R:OTHER,3,In 1925 the Montauk Branch between Jamaica and Babylon was electrified providing more efficient and faster service to Babylon thus furthur hurting ridership on the line .,"In 1925 , the Montauk Branch between Jamaica and Babylon was electrified , providing more efficient and faster service to Babylon , further hurting ridership on the line .","In 1925 {=>,} the Montauk Branch between Jamaica and Babylon was electrified {=>,} providing more efficient and faster service to Babylon {thus furthur=>, further} hurting ridership on the line ."
wiki_test_945,furthur,further,R:SPELL,3,In 1925 the Montauk Branch between Jamaica and Babylon was electrified providing more efficient and faster service to Babylon thus furthur hurting ridership on the line .,"In 1925 , the Montauk Branch between Jamaica and Babylon was electrified , providing more efficient and faster service to Babylon , further hurting ridership on the line .","In 1925 {=>,} the Montauk Branch between Jamaica and Babylon was electrified {=>,} providing more efficient and faster service to Babylon {thus furthur=>, further} hurting ridership on the line ."
fce_test_191,,",",M:PUNCT,1,This is mostly because I have a job and I have made further arrangements for the other summer months .,"This is mostly because I have a job , and I have made further arrangements for the other summer months .","This is mostly because I have a job {=>,} and I have made further arrangements for the other summer months ."
wiki_dev_733,full time,full-time,R:OTHER,1,The full time faculty list consists of both Croatian and two American professors .,The full-time faculty list consists of both Croatian and two American professors .,The {full time=>full-time} faculty list consists of both Croatian and two American professors .
wiki_dev_776,( ),,U:PUNCT,2,Talvivaara Mining Company ( ) is an Finnish-based nickel mining business operating in Finland .,Talvivaara Mining Company is a Finnish-based nickel mining business operating in Finland .,Talvivaara Mining Company {( )=>} is {an=>a} Finnish-based nickel mining business operating in Finland .
wiki_dev_776,an,a,R:DET,2,Talvivaara Mining Company ( ) is an Finnish-based nickel mining business operating in Finland .,Talvivaara Mining Company is a Finnish-based nickel mining business operating in Finland .,Talvivaara Mining Company {( )=>} is {an=>a} Finnish-based nickel mining business operating in Finland .
fce_dev_856,Could,Can,R:VERB:TENSE,1,Could you believe my luck ?,Can you believe my luck ?,{Could=>Can} you believe my luck ?
fce_test_317,fashion,Fashion,R:ORTH,1,The London fashion and Leisure Show will start on Tuesday .,The London Fashion and Leisure Show will start on Tuesday .,The London {fashion=>Fashion} and Leisure Show will start on Tuesday .
fce_test_500,appliance,application,R:MORPH,1,Its first appliance was in order to listen to a concert if you were not able to attend it in person .,Its first application was in order to listen to a concert if you were not able to attend it in person .,Its first {appliance=>application} was in order to listen to a concert if you were not able to attend it in person .
wiki_dev_754,application specific,application-specific,R:OTHER,1,The latest cell phones and handheld game systems also employ application specific touchscreen graphical user interfaces .,The latest cell phones and handheld game systems also employ application-specific touchscreen graphical user interfaces .,The latest cell phones and handheld game systems also employ {application specific=>application-specific} touchscreen graphical user interfaces .
fce_test_100,TELL,TOLD,R:VERB,4,"NOBODY TELL US ANYTHING ABOUT THE CHANGES , AND WE WANT THAT YOU GIVE US BACK THE MONEY .","NOBODY TOLD US ANYTHING ABOUT THE CHANGES , AND WE WANT YOU TO GIVE US BACK OUR MONEY .","NOBODY {TELL=>TOLD} US ANYTHING ABOUT THE CHANGES , AND WE WANT {THAT=>} YOU {=>TO} GIVE US BACK {THE=>OUR} MONEY ."
fce_test_100,THAT,,U:PREP,4,"NOBODY TELL US ANYTHING ABOUT THE CHANGES , AND WE WANT THAT YOU GIVE US BACK THE MONEY .","NOBODY TOLD US ANYTHING ABOUT THE CHANGES , AND WE WANT YOU TO GIVE US BACK OUR MONEY .","NOBODY {TELL=>TOLD} US ANYTHING ABOUT THE CHANGES , AND WE WANT {THAT=>} YOU {=>TO} GIVE US BACK {THE=>OUR} MONEY ."
fce_test_100,,TO,M:VERB:FORM,4,"NOBODY TELL US ANYTHING ABOUT THE CHANGES , AND WE WANT THAT YOU GIVE US BACK THE MONEY .","NOBODY TOLD US ANYTHING ABOUT THE CHANGES , AND WE WANT YOU TO GIVE US BACK OUR MONEY .","NOBODY {TELL=>TOLD} US ANYTHING ABOUT THE CHANGES , AND WE WANT {THAT=>} YOU {=>TO} GIVE US BACK {THE=>OUR} MONEY ."
fce_test_100,THE,OUR,R:DET,4,"NOBODY TELL US ANYTHING ABOUT THE CHANGES , AND WE WANT THAT YOU GIVE US BACK THE MONEY .","NOBODY TOLD US ANYTHING ABOUT THE CHANGES , AND WE WANT YOU TO GIVE US BACK OUR MONEY .","NOBODY {TELL=>TOLD} US ANYTHING ABOUT THE CHANGES , AND WE WANT {THAT=>} YOU {=>TO} GIVE US BACK {THE=>OUR} MONEY ."
wiki_dev_189,characters,Characters,R:ORTH,2,"characters can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , Hudzen 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) .","Characters can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , Hudson 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) .","{characters=>Characters} can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , {Hudzen=>Hudson} 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) ."
wiki_dev_189,Hudzen,Hudson,R:SPELL,2,"characters can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , Hudzen 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) .","Characters can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , Hudson 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) .","{characters=>Characters} can be human survivors , holograms , evolved house pets ( cats , dogs , iguanas , rabbits , rats and mice ) , various types of mechanoid ( Seasons 4000 , {Hudzen=>Hudson} 10 and Waxdroids in the corebook , Seasons 3000 in the Extra Bits Book ) or GELFs ( Kinatawowi and Pleasure GELF in the corebook , "" Vindaloovians "" in the Extra Bits Book ) ."
fce_dev_349,,the,M:DET,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_dev_349,",",in,R:OTHER,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_dev_349,sports wear,sportswear,R:ORTH,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_dev_349,make,makeup,R:NOUN,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_dev_349,up,",",R:OTHER,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_dev_349,Hairstyles,hairstyles,R:ORTH,5,"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} ."
fce_test_380,,",",M:PUNCT,1,Also they are showing their first play on the 2nd of July .,"Also , they are showing their first play on the 2nd of July .","Also {=>,} they are showing their first play on the 2nd of July ."
wiki_test_928,Crow,crow,R:ORTH,2,"On Guam , the Mariana Crow 's decline is primarily due to predation by the introduced brwon tree snake ( "" Boiga irregularis "" ) .","On Guam , the Mariana crow 's decline is primarily due to predation by the introduced brown tree snake ( "" Boiga irregularis "" ) .","On Guam , the Mariana {Crow=>crow} 's decline is primarily due to predation by the introduced {brwon=>brown} tree snake ( "" Boiga irregularis "" ) ."
